index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,0.0585,474.63,464.504,7.637,-4964.18,-1.921,-28122.183,-176.783
1,0.03597,291.837,464.833,10.126,-4963.629,-1.753,-28190.292,-187.718
2,0.0519,421.082,463.564,10.669,-4958.343,2.387,-28168.967,-226.259
3,0.05892,478.038,464.747,5.872,-4964.239,-1.482,-28224.447,-189.5
4,0.04133,335.405,464.905,5.705,-4965.284,-1.385,-28215.722,-206.089
5,0.0426,345.628,464.665,6.027,-4963.743,1.59,-28156.177,-194.011
6,0.04141,335.892,464.42,10.739,-4966.296,1.672,-28122.064,-187.767
7,0.04384,355.607,464.384,13.324,-4964.542,-1.468,-28086.689,-196.641
8,0.02551,206.89,465.481,12.475,-4966.232,-1.496,-28194.775,-189.355
9,0.01351,109.53,465.57,-16.283,-4958.327,54.963,-28265.883,248.653
10,0.00051,4.138,463.566,-17.232,-4962.112,-25.008,-28232.585,262.571
11,0.01095,88.841,466.924,-15.235,-4966.176,63.304,-28200.489,230.252
12,0.03727,302.303,466.159,10.983,-4965.883,1.597,-28178.117,-164.035
13,0.04933,400.15,464.755,-7.657,-4963.262,1.384,-28186.475,-154.788
14,0.04384,355.607,465.629,-12.333,-4964.811,-1.704,-28175.194,-155.333
15,0.03825,310.335,465.192,-11.25,-4965.379,1.135,-28178.925,143.773
16,0.03357,272.365,464.907,-8.324,-4966.682,-1.114,-28190.482,112.335
17,0.02463,199.831,465.021,-6.105,-4966.664,-1.157,-28200.667,85.637
18,0.01732,140.442,464.798,6.049,-4965.999,-1.14,-28169.844,-92.324
19,0.00951,77.158,464.408,7.79,-4967.823,45.09,-28120.649,-107.346
20,-0.00194,15.821,464.696,-6.337,-4967.344,-19.958,-28092.987,-137.576
21,-0.00211,17.038,464.197,-7.635,-4962.744,-35.2,-28099.054,-134.232
22,-0.00614,49.897,465.334,-7.884,-4963.967,-54.459,-28116.377,-115.892
23,-0.00668,54.278,465.419,-10.775,-4964.032,-43.528,-28153.296,150.535
24,0.00721,58.416,464.86,-11.462,-4966.431,61.878,-28139.593,165.885
25,0.02298,186.444,465.415,-13.089,-4968.586,1.416,-28149.083,156.511
26,0.02354,191.069,466.175,-14.956,-4967.616,2.113,-28144.492,165.093
27,0.04703,381.651,466.333,9.079,-4963.488,2.021,-28046.705,-168.107
28,0.06883,558.36,466.039,8.549,-4965.236,1.063,-28086.608,-131.142
29,0.06595,537.671,465.487,12.111,-4967.114,-1.317,-28104.861,-146.134
