index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,0.01438,116.589,464.634,7.141,-4966.023,31.08,-28111.446,133.143
1,0.0278,225.632,465.671,4.081,-4965.826,1.552,-28104.41,79.65
2,0.03062,248.511,466.002,5.047,-4964.713,1.585,-28101.398,135.903
3,0.04989,404.774,464.814,-5.06,-4963.217,1.526,-28093.06,197.158
4,0.06308,511.87,464.891,-2.452,-4967.093,1.05,-28163.086,183.539
5,0.07129,578.318,465.184,-3.395,-4965.383,1.458,-28116.007,-201.738
6,0.08325,675.435,465.041,-3.78,-4964.219,1.931,-28072.762,173.222
7,0.10219,829.02,464.608,-3.637,-4964.975,0.986,-28121.564,-129.544
8,0.0855,693.69,463.866,3.004,-4965.54,-1.585,-28178.242,-220.948
9,0.06736,546.433,465.428,-3.65,-4966.492,-1.202,-28099.55,-262.265
10,0.06905,560.307,465.435,-5.585,-4965.746,1.774,-28108.423,-252.636
11,0.08452,685.658,465.512,-4.922,-4965.453,2.175,-28070.413,-253.88
12,0.06782,550.327,466.24,-4.646,-4966.324,-2.231,-28067.674,-201.585
13,0.04157,337.352,466.122,-6.311,-4965.813,-1.389,-28082.572,235.857
14,0.03333,270.417,465.435,-5.467,-4966.495,1.435,-28143.317,-261.4
15,0.03641,295.488,465.433,-8.337,-4968.805,-1.056,-28125.277,-315.973
16,0.04715,382.625,465.153,-10.678,-4968.678,1.327,-28159.65,332.549
17,0.07182,582.7,465.053,-12.415,-4968.114,1.43,-28257.472,280.409
18,0.07851,636.978,466.013,-11.302,-4965.411,-1.936,-28208.219,-243.017
19,0.06669,541.078,466.746,-5.376,-4965.564,-1.593,-28257.011,-267.407
20,0.0644,522.58,466.597,2.891,-4968.979,1.588,-28294.717,-248.594
21,0.05423,440.067,466.049,-4.175,-4963.543,-2.45,-28269.517,-237.487
22,0.03302,267.983,465.983,5.292,-4963.932,-2.352,-28259.913,-214.588
23,0.00787,63.771,465.122,8.53,-4964.171,-52.492,-28291.456,-199.695
24,-0.01733,140.685,466.274,14.152,-4965.643,-2.333,-28259.619,-249.624
25,-0.01805,146.527,466.319,14.696,-4963.482,2.151,-28195.823,-272.538
26,-0.00153,12.413,465.056,13.908,-4961.553,-40.004,-28206.791,-284.724
27,0.01556,126.325,465.052,12.755,-4966.47,23.889,-28209.209,-312.355
28,0.03651,296.218,464.991,11.219,-4965.944,1.232,-28213.343,-307.116
29,0.0267,217.843,464.477,7.749,-4964.941,-0.984,-28180.44,-257.197
