index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.13073,1099.855,2185.773,-224.861,-4975.222,43998.968,-8810.198,-9414.3
1,6.25229,1121.663,1972.239,-237.466,-4974.919,43352.019,15003.657,-8604.195
2,5.88551,1055.862,2147.778,-245.641,-5017.383,45126.205,18189.106,13031.32
3,6.36012,1141.006,1958.695,-298.913,-5070.014,42767.413,14433.432,16324.707
4,6.27929,1126.506,2069.071,-224.331,-5029.413,43188.719,-10395.835,13286.413
5,6.1297,1099.666,1784.095,-229.633,-4933.73,44131.076,8017.1,-10618.928
6,6.1834,1109.3,2229.987,-246.743,-5030.04,43984.488,12521.418,11288.138
7,6.29429,1129.197,1907.299,-247.101,-5001.807,42694.767,-7724.103,-11538.913
8,6.22264,1116.34,1903.19,-240.531,-4984.933,43314.229,-8957.493,-12479.478
9,6.21165,1114.37,2137.428,-320.963,-4978.158,44000.976,17564.7,15353.971
10,6.34771,1138.777,1848.1,-246.886,-4984.508,42672.874,-10915.172,15834.827
11,5.77378,1035.814,1834.237,-256.515,-5135.447,45045.206,-24168.202,32589.47
12,6.35639,1140.338,2243.466,-98.005,-5181.869,43103.354,-35601.933,36479.695
13,5.88237,1055.297,1990.94,-290.346,-5078.796,44969.499,18256.225,28026.613
14,6.2286,1117.411,2111.051,-329.255,-5083.744,43405.548,24137.49,27159.339
15,6.18868,1110.247,1883.599,-292.839,-5016.688,43606.606,19112.0,19217.443
16,6.26511,1123.961,2352.298,-256.133,-5169.759,44296.167,12705.329,34897.907
17,6.27219,1125.231,1886.692,-383.838,-5119.067,43178.177,28160.337,37673.226
18,6.07032,1089.015,1815.363,-368.378,-5098.194,44196.667,18998.512,28726.096
19,6.40225,1148.562,2053.471,-395.717,-5009.946,42928.275,20538.276,21706.301
20,6.22429,1116.636,1933.647,-438.221,-5061.215,43870.347,28547.169,23237.474
21,6.10106,1094.532,1729.419,-475.851,-5037.453,44037.082,31711.134,28085.932
22,6.03369,1082.444,2018.861,-398.264,-5030.312,44539.761,32225.503,12151.602
23,6.24365,1120.113,1964.844,-261.583,-5018.557,42963.912,-13873.659,-6455.142
24,6.21599,1115.15,1931.207,-161.654,-4987.955,43236.072,-23380.615,-22377.334
25,6.19442,1111.281,2043.081,-241.684,-4987.579,43429.499,8410.085,-10012.035
26,6.2267,1117.072,1930.007,-306.858,-4905.468,43233.986,22798.567,-13330.525
27,6.07679,1090.178,2033.443,-208.529,-4889.248,44385.77,15080.648,-20772.822
28,6.59482,1183.109,2002.816,-297.529,-4852.235,41433.004,25829.337,-35023.276
29,5.97436,1077.159,1609.244,-174.678,-4863.033,44420.688,12069.174,-33418.953
