index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,0.01696,137.521,464.822,13.155,-4966.983,1.599,-28155.902,-115.787
1,0.01823,147.987,464.385,15.055,-4963.244,1.547,-28142.726,131.68
2,0.01834,148.717,465.559,11.696,-4962.405,-1.49,-28126.929,146.831
3,0.02644,214.435,465.086,-11.399,-4963.368,1.03,-28035.382,247.283
4,0.02506,203.239,465.722,-10.106,-4968.829,1.146,-28132.116,178.892
5,0.03716,301.573,466.014,-7.55,-4965.147,1.195,-28122.759,178.228
6,0.02768,224.658,465.832,7.494,-4965.245,-1.195,-28176.458,-157.606
7,0.0149,120.97,465.264,-7.636,-4965.555,-1.01,-28125.399,184.824
8,0.0124,100.524,465.346,-9.442,-4966.67,42.451,-28098.766,192.773
9,0.01928,156.506,465.215,-5.707,-4965.765,0.964,-28079.288,175.923
10,0.02293,185.958,465.281,-6.511,-4967.8,1.324,-28070.742,147.567
11,0.02611,211.758,465.416,-8.325,-4966.71,1.247,-28068.645,125.576
12,0.03925,318.367,465.285,-9.547,-4967.022,1.23,-28029.681,121.335
13,0.0474,384.572,465.949,-6.428,-4966.126,1.112,-28075.948,108.864
14,0.05646,458.079,464.769,-6.871,-4966.219,1.073,-28067.769,111.28
15,0.07374,598.277,465.235,-5.371,-4968.611,1.367,-28079.867,75.872
16,0.0711,576.858,465.4,-6.645,-4966.037,-1.21,-28081.961,133.089
17,0.063,511.14,464.69,-8.495,-4965.529,-0.827,-28093.749,137.235
18,0.05634,457.105,465.337,-8.654,-4966.999,-1.049,-28100.215,200.602
19,0.03779,306.684,464.595,-9.04,-4965.824,-1.274,-28113.947,204.005
20,0.01697,137.764,465.161,-10.227,-4966.405,8.6,-28103.871,184.124
21,0.00494,40.161,465.104,-9.275,-4968.625,31.407,-28129.722,203.388
22,0.03176,257.761,465.377,-8.058,-4966.134,2.121,-28184.226,177.631
23,0.03717,301.573,465.456,5.058,-4968.157,-1.875,-28122.577,87.084
24,0.02938,238.289,465.093,7.841,-4962.717,-1.899,-28075.405,-133.381
25,0.03882,314.96,465.281,-9.776,-4960.5,2.515,-28057.47,-150.71
26,0.05488,445.179,466.211,10.497,-4963.64,-1.792,-28120.492,-203.322
27,0.02223,180.359,465.994,9.141,-4963.829,22.38,-28122.493,-190.593
28,-0.00585,47.463,465.605,9.745,-4965.248,-62.565,-28210.801,-113.913
29,0.00111,9.006,465.933,8.195,-4965.087,67.679,-28250.565,-104.697
