index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,0.02891,234.638,466.72,7.636,-4964.14,1.617,-28217.001,81.029
1,0.01058,85.92,464.924,10.281,-4966.633,39.599,-28276.209,-136.573
2,-0.00118,9.493,465.796,9.369,-4966.762,-40.151,-28190.261,-97.256
3,6e-05,0.487,464.741,9.447,-4961.187,33.167,-28082.908,151.85
4,-0.00154,12.413,465.274,6.35,-4960.341,-33.016,-28054.891,148.911
5,0.02064,167.459,464.141,3.04,-4960.299,48.703,-28044.386,157.556
6,0.04181,339.3,464.325,5.307,-4962.892,2.035,-28079.318,-98.06
7,0.04845,393.091,465.919,5.121,-4962.315,2.36,-28121.329,-113.262
8,0.06332,513.817,465.392,3.752,-4962.216,1.751,-28080.584,98.654
9,0.05634,457.105,465.432,-5.025,-4967.289,-1.425,-28109.23,113.667
10,0.03821,310.092,465.339,-5.078,-4966.182,-1.143,-28071.354,-131.984
11,0.02439,197.884,465.514,-5.233,-4969.016,-1.277,-28142.584,164.173
12,0.0093,75.454,466.416,-5.465,-4966.623,23.082,-28114.633,-150.722
13,-0.00305,24.827,465.723,-7.635,-4967.148,-18.723,-28071.462,173.704
14,-0.00307,24.827,465.528,-6.327,-4964.303,-30.025,-28081.499,118.335
15,0.01608,130.462,465.546,3.848,-4962.417,38.709,-28128.216,82.832
16,0.04256,345.385,466.015,3.973,-4966.821,0.849,-28118.555,-130.163
17,0.04507,365.587,466.291,3.928,-4966.182,-0.78,-28107.382,-117.324
18,0.04452,361.206,466.377,-4.857,-4967.717,-1.063,-28086.502,-80.56
19,0.03345,271.391,465.235,-8.145,-4964.445,-1.205,-28085.373,143.536
20,0.03043,246.808,465.744,-4.274,-4966.345,-1.085,-28110.499,-150.945
21,0.03235,262.385,466.201,4.789,-4970.785,1.37,-28136.39,-139.262
22,0.02989,242.426,467.4,-7.213,-4970.656,-1.73,-28128.688,-140.511
23,0.0147,119.266,466.644,-6.315,-4966.165,-1.399,-28116.298,140.156
24,0.03315,268.957,466.447,6.549,-4964.649,2.395,-28103.313,-147.712
25,0.05273,427.897,465.955,8.189,-4966.581,1.628,-28119.244,-204.61
26,0.05054,410.129,467.437,8.696,-4968.709,-1.726,-28170.98,-208.929
27,0.02615,212.245,468.471,6.464,-4965.772,-1.484,-28144.508,-201.693
28,0.03044,247.051,466.821,8.302,-4965.086,1.587,-28131.225,-140.752
29,0.03865,315.203,466.991,-5.54,-4964.366,-1.675,-28130.064,-142.523
