index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,5.96665,12183.879,2647.99,-120.198,-5028.856,44891.571,-13338.433,24141.902
1,6.22461,12710.654,2358.975,-188.066,-5025.264,43282.099,8340.325,13884.819
2,6.14305,12544.088,2903.594,-78.355,-5122.599,44041.246,-12247.216,29391.354
3,6.38889,13046.113,2374.902,-64.264,-5092.981,42155.355,-21729.57,19796.445
4,6.20656,12673.775,2462.776,-125.485,-5006.619,43460.527,-17550.198,5364.691
5,6.28823,12840.586,2175.373,-108.753,-5075.651,42846.459,-24855.23,19092.007
6,6.02834,12309.891,2438.261,-104.548,-5034.662,44588.41,-16081.661,17021.829
7,6.29626,12856.942,2294.905,-231.214,-5099.099,42538.379,16503.991,27377.768
8,5.87064,11987.847,2572.292,-168.858,-5008.577,45074.558,4055.039,8390.361
9,6.22977,12721.19,2894.992,-126.269,-5043.417,43794.489,-11977.06,18315.207
10,6.20367,12667.894,2332.942,-79.134,-5050.522,43786.063,-26275.545,15736.764
11,6.21335,12687.681,2618.513,-172.869,-5132.36,43463.019,10740.797,30074.191
12,6.30213,12868.949,2476.553,-185.747,-5061.932,42713.631,10990.509,23042.439
13,6.03108,12315.465,2446.936,-125.102,-5014.425,44558.877,-19678.467,8327.19
14,6.31113,12887.327,2806.63,-79.041,-5034.624,43481.334,-26414.787,9823.279
15,6.26736,12797.949,2474.529,-137.762,-4999.15,43235.39,-21800.095,-4441.886
16,6.08663,12428.919,2375.39,-163.847,-5041.159,44059.319,-5397.817,13776.269
17,6.17947,12618.457,2364.284,-214.096,-5011.002,43592.163,17196.913,8132.692
18,6.20477,12670.161,2654.878,-166.896,-5011.203,43564.849,-3968.707,-5083.841
19,6.38275,13033.555,2219.724,-128.743,-5048.378,42578.796,-11186.152,11278.215
20,6.28134,12826.496,2297.499,-157.248,-5087.312,42896.688,-9846.418,25739.911
21,6.06694,12388.671,2344.183,-214.068,-5040.74,44410.058,5503.053,18791.972
22,5.93439,12118.024,2389.826,-151.693,-5000.065,44805.261,-6126.564,10491.839
23,5.96379,12178.059,2845.968,-123.154,-5060.782,44849.781,-6677.725,12576.265
24,6.30229,12869.256,2715.683,-117.731,-4998.961,42658.666,-14983.822,5644.47
25,6.32649,12918.693,2701.423,-81.807,-5007.698,42771.727,-21489.417,11555.146
26,6.4863,13245.025,2199.966,-125.872,-4980.41,41313.117,-20070.809,-4873.64
27,5.97837,12207.832,2434.04,-108.034,-5007.446,44711.038,-12943.383,9492.355
28,6.11918,12495.386,2345.145,-177.757,-4963.969,44011.14,-9308.329,-5312.224
29,6.28652,12901.295,2520.246,-104.384,-5087.267,43069.805,-23660.516,19802.982
