index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.113,58053.218,3201.104,80.603,-5015.089,43717.428,-30472.668,21305.322
1,5.7822,54911.626,3816.888,178.424,-4999.998,45075.383,-27419.813,21788.471
2,5.90819,56108.206,4124.959,126.02,-5031.672,41167.703,-16179.622,17896.483
3,6.36374,60434.412,4305.176,86.966,-5025.607,42080.129,-11027.954,17955.066
4,6.40089,60787.119,3362.215,-22.588,-5005.19,42151.409,-12328.411,14493.274
5,6.1376,58286.836,3542.808,28.419,-5056.859,43588.28,-9750.93,17346.989
6,5.93118,56326.439,3936.483,43.603,-5055.893,44898.839,-12570.184,18698.67
7,5.8244,55312.48,4037.282,90.778,-5033.845,42176.804,-16548.196,25174.923
8,6.02561,57223.305,4098.709,62.791,-5041.342,35423.524,-16606.05,16935.67
9,6.06052,57554.643,4012.1,88.088,-4980.745,34462.928,-25559.752,17674.351
10,5.61698,53342.682,3503.455,55.835,-5063.231,29727.814,-11580.135,18304.837
11,5.25834,49936.702,3152.245,40.131,-5009.876,25858.071,-25491.467,13795.347
12,5.3551,50855.505,3372.259,23.362,-4976.821,26650.416,-31164.052,7072.368
13,5.63852,53547.24,3786.765,-43.798,-5029.348,29754.35,-19170.276,7816.674
14,6.46407,61387.118,3981.024,-34.724,-5006.837,40992.175,-19275.814,7955.8
15,6.37845,60574.014,3211.212,-76.768,-5017.863,41856.523,-11253.02,9907.761
16,6.13793,58289.97,3275.436,-50.535,-5014.933,43527.089,-18066.103,5931.474
17,6.14177,58326.437,3419.426,-26.938,-5012.964,43506.812,-16456.253,12351.811
18,6.17476,58639.543,3516.872,36.974,-5012.718,43285.259,-23751.921,8741.436
19,6.20714,58947.234,3478.182,33.345,-4973.198,43074.722,-30014.472,4576.451
20,6.10622,57988.831,3503.373,29.794,-4961.833,43721.707,-28056.583,8596.183
21,6.14165,58325.298,3620.343,-23.813,-4917.925,43515.536,-28648.116,1455.748
22,6.12006,58120.17,3728.359,24.307,-5002.092,43652.345,-20191.097,15314.904
23,6.19243,58807.349,3941.592,102.249,-5008.165,43354.502,-23260.821,21011.883
24,6.52202,61937.545,3281.064,24.034,-5009.21,41295.06,-17509.243,19404.139
25,6.0,56980.0,3458.457,43.046,-5046.346,44563.594,-14322.239,19814.549
26,6.00851,57060.912,3959.805,126.716,-5090.083,44590.568,-8978.063,34546.104
27,6.4701,61444.383,3600.661,68.404,-5063.539,41466.643,-3923.326,25352.589
28,6.36557,60451.791,3115.956,-32.581,-5039.064,42108.017,-10342.835,18413.812
29,6.20461,59217.605,3204.105,38.883,-5045.009,43098.438,-18064.158,19381.072
