index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,0.20606,20.085,368.938,529.143,-4148.893,-16.229,-17714.139,-9970.371
1,0.12204,11.895,364.223,597.031,-4210.395,16.247,-18918.902,-2927.071
2,0.239,23.296,398.5,451.734,-4204.251,-10.536,-24790.865,-1384.406
3,0.23367,22.775,439.569,209.81,-4226.822,10.725,-27693.189,-5168.291
4,0.24874,24.243,374.963,575.233,-4479.872,11.378,-22763.078,-12685.598
5,0.23863,23.257,370.302,599.97,-4354.686,11.293,-18866.226,-7697.805
6,0.20929,20.398,414.433,300.076,-4258.101,-11.312,-20579.693,3631.332
7,0.28861,28.129,419.366,-116.924,-4344.738,10.708,-23983.769,3686.934
8,0.34512,33.638,423.601,-204.043,-4296.298,-13.165,-25945.033,-5505.448
9,0.1384,13.488,450.254,95.474,-4336.399,-10.549,-20706.903,-6443.76
10,0.3068,29.904,396.528,99.736,-4057.847,11.224,-15323.357,-3615.406
11,0.2251,21.939,359.598,-241.73,-3939.478,11.334,-20668.708,7343.513
12,0.38567,37.591,322.434,-662.922,-4179.514,10.633,-25152.267,6214.586
13,0.30039,29.278,442.379,-322.953,-4565.45,8.868,-23227.845,-3670.108
14,0.34093,33.228,405.271,-306.642,-4445.004,10.05,-20632.482,5716.316
15,0.2368,23.079,358.137,-500.88,-4405.261,-8.413,-26505.245,5375.292
16,0.22613,22.041,423.123,-198.182,-4428.083,-12.249,-22167.955,-6424.179
17,0.3375,32.895,403.654,-116.335,-4291.245,14.184,-19034.153,-2590.66
18,0.28403,27.684,364.071,-403.24,-4244.378,-10.488,-23607.8,8378.047
19,0.4384,42.728,400.467,-579.706,-4587.191,16.092,-27324.158,4683.055
20,0.38178,37.211,388.806,-361.007,-4345.174,-11.86,-20531.782,6183.982
21,0.20366,19.851,406.414,-187.236,-4300.645,-14.502,-26880.307,-6344.773
22,0.28837,28.105,411.859,-255.013,-4166.381,16.668,-23912.062,-8806.481
23,0.32668,31.839,452.163,247.901,-4141.36,11.814,-18331.432,-4980.711
24,0.34522,33.646,366.415,-86.835,-4053.149,-13.134,-25972.373,3283.673
25,0.27314,26.623,393.8,363.247,-4309.052,-8.466,-21971.941,-10920.114
26,0.21134,20.6,361.836,611.324,-4242.116,11.419,-19141.732,-5358.461
27,0.33976,33.114,289.207,582.581,-4084.161,13.676,-28656.559,-4222.499
28,0.3697,36.032,409.075,370.514,-4455.627,-12.794,-25260.297,-10799.965
29,0.19102,18.711,330.931,607.798,-4214.133,-8.23,-17277.331,-5995.802
