index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.24357,52.03,4257.661,88.495,-5096.556,42782.443,-11017.937,27522.323
1,6.24787,52.066,4205.542,73.364,-5096.035,38896.744,-11510.209,22740.187
2,6.21377,51.782,3923.33,90.278,-5034.874,32473.898,-18293.953,13895.463
3,6.2152,51.793,4016.195,114.76,-5007.652,30614.412,-26592.82,14001.54
4,7.05224,58.769,4636.686,145.872,-4977.179,36063.536,-33279.252,22837.624
5,6.85759,57.147,2125.498,-57.87,-4952.817,28291.908,-17990.254,-3180.325
6,5.36111,44.676,764.547,-57.679,-4933.784,16065.47,-19650.711,-7377.577
7,3.29899,27.492,113.97,-27.475,-4907.836,1157.476,-23538.053,-8853.548
8,1.19072,9.923,400.966,24.231,-4916.455,-21.485,-31027.95,-5329.399
9,0.28328,2.361,476.215,40.536,-4908.313,-10.404,-30273.117,-3536.903
10,0.02232,0.186,471.801,10.655,-4905.07,3.01,-29537.584,2339.963
11,0.08352,0.696,476.39,5.58,-4909.17,1.641,-28582.843,2208.218
12,0.06671,0.556,475.664,-24.758,-4886.273,1.779,-28629.45,2096.43
13,0.1429,1.191,461.159,-18.76,-4867.485,1.405,-29028.742,-1512.318
14,0.03757,0.315,470.679,10.592,-4910.859,4.53,-28733.106,-1484.28
