index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.21979,1115.829,2068.577,-296.423,-4956.996,43567.324,23056.774,-11606.021
1,5.993,1075.146,2059.184,-253.864,-4894.838,44772.911,15118.703,-20095.73
2,6.51372,1168.561,2107.876,-364.841,-4997.397,41792.049,29424.146,8523.439
3,6.248,1120.893,1777.639,-182.139,-4908.767,43240.374,-11604.417,-25666.443
4,6.13782,1101.125,2062.552,-281.366,-4988.365,44283.288,-6895.385,-11116.149
5,5.97744,1072.353,1874.129,-292.561,-5002.646,44005.676,9624.269,10844.632
6,6.10244,1094.78,2220.045,-226.636,-5071.703,44075.04,8771.167,15912.57
7,6.45425,1157.894,2067.139,-310.425,-5100.51,42186.586,14877.708,34545.811
8,6.14984,1103.283,2026.668,-358.316,-5077.887,43989.317,16295.568,23886.254
9,6.03318,1082.352,1894.335,-311.319,-5107.03,44614.713,9883.858,33051.968
10,6.10293,1094.866,2299.941,-252.722,-5042.851,44382.492,10350.453,14726.345
11,6.11943,1097.826,2220.511,-203.279,-5137.241,44233.228,-12846.568,33638.009
12,6.57598,1179.729,2023.628,-210.623,-5062.617,42095.536,-24552.631,21687.077
13,6.08547,1091.733,2072.884,-231.281,-4989.858,44674.145,17849.849,-6532.499
14,6.2624,1123.476,1759.444,-391.838,-4967.524,43112.878,39304.544,9420.042
15,6.07079,1089.102,1761.226,-347.023,-4951.942,44249.818,33688.099,9668.25
16,6.19027,1110.533,2022.572,-349.952,-5038.327,43711.414,25113.588,26008.919
17,6.31256,1132.475,1801.83,-419.218,-4983.323,42438.527,38123.035,27145.991
18,6.53121,1171.699,1839.857,-473.506,-4931.364,42172.51,33160.099,16513.938
19,6.11084,1096.286,1612.593,-440.445,-5046.177,44052.635,22859.718,27692.204
20,6.12677,1099.144,1984.937,-218.016,-5005.464,44021.106,-6414.515,8509.554
21,6.00261,1076.868,1830.125,-287.09,-5046.284,44633.873,16799.676,19874.876
22,6.30689,1131.458,2000.638,-269.681,-4971.771,43033.6,-9079.865,7202.382
23,6.15662,1104.499,1876.009,-333.09,-4948.438,43729.866,20707.719,-9388.546
24,6.29669,1129.628,1757.393,-237.744,-5000.452,42972.494,-6318.644,6753.35
25,5.79629,1039.856,2150.704,-170.864,-4998.978,45052.923,-19595.311,6287.689
26,6.28533,1127.588,2151.823,-137.586,-5047.145,42990.893,-22295.338,13775.566
27,6.34026,1137.443,1911.602,-165.911,-5020.686,42698.309,-13080.595,7361.844
28,6.25078,1121.388,2029.891,-244.411,-4992.19,43931.777,-11109.381,10934.987
29,5.96124,1074.791,2017.182,-201.669,-5093.944,44823.015,9812.135,18152.042
