index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,0.30367,29.597,437.021,495.115,-4543.595,20.832,-26230.722,-11455.679
1,0.2093,20.401,441.821,575.529,-4420.829,-20.964,-20513.082,-6851.311
2,0.18167,17.708,443.825,525.448,-4410.533,19.062,-25165.983,-5995.088
3,0.15316,14.927,437.187,468.633,-4368.136,-14.222,-31593.826,-4640.206
4,0.24791,24.164,386.997,195.136,-4004.71,23.781,-29404.898,-3538.439
5,0.29054,28.319,455.442,195.362,-4368.306,17.489,-25556.197,-9340.157
6,0.20775,20.249,455.771,-110.084,-4401.535,18.45,-23110.028,-5351.458
7,0.30128,29.366,438.039,-152.593,-4387.895,17.068,-22289.025,4552.291
8,0.17949,17.494,431.266,-313.373,-4146.535,17.268,-22070.368,6798.152
9,0.4137,40.322,441.254,-265.052,-4261.968,-24.515,-25529.914,-9263.187
10,0.36912,35.977,431.245,-225.03,-4309.915,20.149,-21794.413,-4328.042
11,0.35371,34.474,334.855,-635.073,-4030.019,-21.693,-24690.787,10453.329
12,0.14506,14.138,393.578,-594.616,-4078.226,20.823,-29645.929,4708.102
13,0.42815,41.731,412.185,-354.396,-4237.843,19.213,-21039.349,-7786.746
14,0.45041,43.901,364.988,-425.614,-4218.66,-13.732,-27051.932,5378.712
15,0.49818,48.556,409.625,-588.127,-4516.451,22.148,-30000.699,-7626.525
16,0.38811,37.828,434.486,-319.908,-4288.404,20.239,-37556.037,6272.954
17,0.41868,40.807,408.57,-792.734,-4320.096,22.573,-36518.279,10417.93
18,0.29876,29.12,466.331,199.333,-4198.529,-24.352,-32918.336,5557.819
19,0.3208,31.266,457.854,-273.919,-4277.554,19.915,-36932.875,6216.744
20,0.36695,35.766,494.394,-193.704,-4416.628,17.802,-31760.892,-7944.935
21,0.28148,27.436,488.286,138.812,-4381.523,-21.587,-27745.971,-4295.096
22,0.29609,28.86,405.628,311.952,-4137.222,23.471,-32882.834,-7131.443
23,0.33599,32.749,431.197,416.317,-4297.004,-23.756,-26216.812,-13326.439
24,0.24799,24.17,352.279,459.13,-4217.233,17.58,-20091.707,-5919.709
25,0.23269,22.679,401.699,308.299,-4229.948,-18.423,-27270.0,4411.709
26,0.24965,24.334,383.35,257.662,-4227.389,15.959,-29112.254,-9961.093
27,0.16016,15.611,423.765,382.725,-4452.926,-16.991,-24194.213,-11259.575
28,0.16672,16.249,441.105,370.434,-4502.731,16.016,-23635.008,-6090.446
29,0.09564,9.368,402.332,490.445,-4381.725,17.811,-22212.145,-2470.107
