index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.17688,6170.703,2203.3,-227.428,-5008.591,43553.495,14338.516,10505.018
1,6.44058,6434.139,2369.775,-210.311,-5093.641,42592.793,16554.674,35171.929
2,5.79666,5790.863,2241.328,-143.862,-5052.185,45121.731,-8588.485,14592.408
3,6.14646,6140.314,2788.723,-101.737,-5064.039,44463.155,-15863.117,18201.136
4,6.36433,6357.956,2291.089,-116.094,-4980.121,42984.594,-21911.886,-10418.331
5,6.4679,6461.442,2116.157,-211.428,-5086.033,41618.833,-12130.039,24305.369
6,6.32205,6315.728,1925.85,-257.545,-4995.911,42547.348,8213.675,8634.977
7,5.75127,5745.519,2296.318,-119.281,-5000.968,45132.835,-12051.328,12294.442
8,6.07195,6065.868,2240.716,-133.973,-5073.398,44193.467,-12589.322,25327.374
9,6.36323,6356.877,2409.12,-219.814,-5090.673,42827.874,14141.615,35783.982
10,5.9157,5909.784,2190.074,-210.915,-5117.135,44866.324,5637.136,31999.033
11,6.15079,6144.629,2842.62,-132.398,-5098.768,44364.952,-14022.348,28253.12
12,6.60995,6603.35,2086.182,-176.509,-5050.476,41274.857,-17772.923,17174.595
13,6.10416,6098.056,2055.058,-267.124,-5026.052,43913.872,12372.953,11115.933
14,6.27124,6264.959,2074.003,-160.52,-5040.609,43098.883,-14326.929,15329.967
15,5.92836,5922.432,2210.677,-148.196,-5070.45,45010.966,-16910.691,23554.709
16,6.28558,6279.284,2385.734,-135.876,-5054.709,43261.805,-13300.72,12515.335
17,6.0868,6080.703,2200.416,-187.045,-4974.864,44273.917,-5626.63,-11504.031
18,6.07054,6064.459,2425.285,-127.413,-5031.46,44234.507,-13479.228,6740.216
19,6.40981,6403.39,2297.013,-165.671,-5054.807,42083.124,-17055.877,14007.515
20,6.19935,6193.151,2120.321,-124.416,-4984.447,43652.06,-15737.381,-6787.482
21,6.06839,6062.332,2181.181,-205.562,-5007.641,44280.3,11045.554,7448.137
22,6.09916,6093.051,2669.405,-248.053,-5082.308,44457.593,12608.922,18252.647
23,6.39011,6383.73,2212.332,-230.899,-5071.984,41877.111,-7355.707,13150.224
24,6.11779,6111.662,2292.545,-128.871,-5057.181,44264.327,-20395.311,18543.0
25,6.33292,6326.577,2133.204,-196.923,-5006.466,42518.571,8705.37,7593.896
26,5.88185,5875.978,2282.503,-161.237,-5035.294,44917.263,-16112.761,11036.631
27,6.0493,6043.241,2547.261,-135.617,-4975.334,44369.795,-10750.477,-12623.551
28,6.2852,6278.925,2463.02,-176.073,-4978.589,42958.263,-8305.398,-12972.206
29,6.34117,6366.497,2487.303,-228.576,-5030.174,42818.517,15369.732,11303.455
