index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.0363,12326.125,2482.177,-141.39,-4926.259,44248.58,-4176.915,-23073.5
1,6.47066,13213.108,2506.326,-160.73,-4973.293,41890.095,-6536.045,-13594.829
2,5.84704,11939.635,2519.753,-49.69,-4982.833,45001.259,-24370.706,-5401.156
3,6.1608,12580.354,2744.112,72.661,-4946.442,43656.787,-34350.086,-9244.554
4,6.19989,12660.175,2535.035,-79.667,-5022.971,43654.978,-25624.213,14719.018
5,6.46528,13202.081,2542.601,69.619,-4955.355,41933.73,-23878.105,-6309.492
6,6.02626,12305.603,2322.695,-164.418,-5014.566,44384.517,-7040.835,10011.439
7,5.96184,12174.077,2641.66,-159.263,-5037.033,44803.639,13869.56,12622.74
8,6.27302,12809.527,2855.59,-179.593,-5108.406,43394.255,22617.779,21567.558
9,6.27308,12809.65,2573.708,-141.105,-5061.028,42825.439,-7397.613,15479.065
10,6.32496,12915.568,2433.89,-211.21,-5075.014,42556.754,18594.096,26068.242
11,6.25299,12768.606,2211.176,-216.17,-5118.561,43000.908,15114.469,28556.572
12,5.81219,11868.512,2595.672,-75.66,-5101.467,45087.732,-15247.85,22666.632
13,6.36831,13004.089,2930.547,-105.051,-5078.945,42993.038,-15440.51,19803.301
14,6.32448,12914.588,2188.784,-151.767,-5073.864,43006.147,-12838.325,21688.922
15,6.07507,12405.273,2481.325,-56.188,-5148.593,44389.016,-30013.616,38158.929
16,6.18542,12630.648,2563.828,-93.067,-5058.75,43548.21,-17103.475,21321.994
17,6.28338,12830.662,2252.917,-164.255,-5027.792,43081.233,-10812.344,6915.041
18,6.17202,12603.265,2482.22,-156.749,-5031.599,43738.586,-11848.983,14175.692
19,6.34551,12957.531,2231.282,-144.717,-5081.647,42254.639,-13348.993,24735.702
20,6.0975,12451.095,2306.722,-105.438,-5089.364,43927.251,-23299.992,33110.646
21,6.12936,12516.153,2364.363,-157.027,-5037.918,44027.067,-13766.151,20551.339
22,6.30439,12873.544,2428.793,-192.754,-5070.858,43077.217,9849.78,24684.798
23,6.08795,12431.614,2449.267,-229.722,-5064.316,44289.89,9193.773,17991.956
24,6.29317,12850.633,2379.614,-182.361,-5071.685,42802.32,6944.404,19505.404
25,6.04396,12341.746,2504.848,-140.716,-5017.332,44516.978,-14457.121,15827.768
26,6.18401,12627.769,2384.743,-114.695,-5003.831,43708.385,-18635.838,-5472.211
27,6.19236,12644.799,2420.706,-196.134,-5032.814,43240.78,12944.341,14446.364
28,6.22159,12704.466,2397.981,-77.978,-5013.201,43038.97,-21308.2,7531.168
29,6.20645,12736.934,2368.222,-110.514,-5036.589,43107.104,-15663.484,10316.2
