index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,5.71625,36145.817,3847.718,128.631,-5067.422,44141.927,-16229.911,22462.711
1,6.13018,38763.108,3579.135,103.674,-5077.925,43429.871,-16163.886,29485.408
2,6.22193,39343.401,3275.747,94.373,-5079.177,42980.487,-15924.39,27233.0
3,6.42319,40615.908,2921.978,-68.602,-5059.415,41671.43,-4960.987,25243.018
4,6.15868,38943.323,3161.769,39.221,-5063.104,43845.004,-9301.505,31056.853
5,6.12517,38731.428,2716.716,-74.895,-5016.632,43839.549,-9159.672,19783.318
6,5.96081,37692.252,3363.943,32.269,-5031.851,44686.38,-16592.149,19553.305
7,5.94296,37579.38,3681.074,30.663,-5059.689,44856.316,-12250.914,23058.569
8,6.49901,41095.47,3611.949,-95.58,-5028.326,41940.761,-7925.889,9452.132
9,6.23176,39405.432,3080.163,-43.504,-5009.499,43132.499,-25227.575,12536.805
10,6.16099,38957.93,3135.25,-64.286,-5039.529,43568.94,-12904.453,10819.951
11,6.20517,39237.358,3244.969,-78.773,-5046.005,43158.374,-10219.272,10537.832
12,6.2021,39218.009,3035.895,-69.203,-5042.944,43304.14,-17746.362,14373.536
13,6.01357,38025.744,3405.579,-35.366,-5072.948,44412.86,-20048.636,23140.47
14,6.55858,41472.024,3022.801,-80.522,-5045.125,41392.123,-16497.809,17919.125
15,6.37356,40302.144,2495.371,-98.007,-5053.779,41906.908,-7413.036,21958.021
16,5.84062,36932.124,2637.846,-85.027,-5013.138,44737.739,-14863.212,9145.327
17,6.01686,38046.611,3204.074,38.805,-5000.255,44391.522,-27524.983,14410.126
18,6.24105,39464.24,3077.262,-49.236,-4968.017,42883.907,-22455.293,-4167.663
19,6.25212,39534.239,3070.21,-60.901,-5001.592,42902.447,-24812.276,3298.265
20,6.31071,39904.723,2716.218,-71.937,-5045.427,42599.936,-18776.552,12054.412
21,6.21689,39311.531,2874.865,32.371,-4972.687,43170.155,-33327.358,7381.139
22,6.01619,38042.438,2849.312,-97.034,-5027.927,44474.159,-13388.018,17253.666
23,5.69061,35983.624,3558.128,-95.22,-5007.026,45080.489,-7306.675,-2638.284
24,6.46222,40862.708,3951.891,44.224,-5024.406,42802.68,-15919.675,11375.424
25,6.29363,39796.784,3042.936,73.31,-4994.681,42773.245,-30701.64,12632.617
26,6.20067,39208.903,3021.514,48.641,-5033.302,43244.463,-27459.099,18289.613
27,6.14948,38885.275,3322.039,-30.617,-5045.487,43744.769,-9341.539,18716.386
28,6.33984,40088.922,2843.745,-58.614,-5012.543,42323.905,-8910.676,11619.711
29,5.92961,37682.387,3177.522,37.78,-5046.726,44640.781,-13859.299,22985.89
