index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,3.49601,44049.852,1369.884,6.274,-4970.417,4240.803,-25515.012,4144.432
1,3.48453,43905.078,1308.79,6.023,-4964.435,3197.203,-26467.819,2295.922
2,3.49048,43979.922,1248.772,-8.805,-4971.783,2392.876,-24101.68,4401.734
3,3.49117,43988.616,1205.289,-5.569,-4978.142,1664.857,-24269.723,8182.158
4,3.49655,44056.656,1221.872,-3.68,-4979.459,1844.849,-24532.09,8880.472
5,3.49584,44047.584,1230.53,-4.629,-4979.599,2078.38,-24870.185,7276.16
6,3.5051,44164.386,1333.39,6.004,-4966.913,3158.174,-27395.238,2613.394
7,3.49429,44027.928,1342.115,9.364,-4962.457,3450.85,-27763.184,718.708
8,3.49372,44020.746,1296.695,7.783,-4965.432,2982.639,-29980.487,1316.268
9,3.51769,44322.768,1447.617,14.393,-4971.014,5602.64,-30101.082,3983.799
10,3.49338,44016.588,1469.897,13.76,-4975.079,5791.796,-29925.361,4939.862
11,3.4879,43947.414,1429.111,-7.017,-4968.579,5201.396,-27990.88,1572.913
12,3.48766,43944.39,1362.001,5.564,-4969.864,3794.076,-29351.811,1688.039
13,3.50444,44156.07,1431.817,-8.009,-4966.534,5018.869,-28379.191,1630.848
14,3.49298,44011.674,1423.069,9.789,-4973.084,4854.475,-29570.015,5442.359
15,3.49699,44061.948,1435.174,12.072,-4983.529,5106.295,-31962.638,7093.66
16,3.48926,43964.802,1391.176,10.637,-4975.895,4641.876,-34133.494,4247.692
17,3.48698,43936.074,1302.503,4.514,-4966.459,3244.514,-33151.92,1359.548
18,3.49303,44012.052,1287.054,-10.086,-4966.794,3218.609,-28552.533,1463.597
19,3.49768,44070.642,1301.526,-9.42,-4962.579,3216.172,-26528.608,-1527.752
20,3.4982,44077.446,1318.153,-15.959,-4962.274,3711.572,-22718.816,-2538.626
21,3.4978,44072.154,1333.676,-15.183,-4968.373,4057.219,-20811.933,-861.004
22,3.49463,44032.464,1345.914,-19.561,-4975.791,4056.466,-19366.678,2885.043
23,3.49486,44035.11,1355.38,-22.938,-4976.274,4172.737,-17394.244,3825.388
24,3.49765,44070.264,1353.695,-28.639,-4973.532,4313.824,-14812.237,2111.575
25,3.48842,43954.218,1337.549,-25.311,-4973.114,3936.873,-16482.773,1227.462
26,3.48789,43947.414,1281.069,-17.427,-4972.032,2805.085,-18532.511,3243.262
27,3.50195,44124.696,1298.713,-18.799,-4982.178,3336.391,-18474.474,6846.463
28,3.49757,44069.508,1322.857,-9.237,-4979.112,3815.325,-21088.22,6828.353
29,3.49645,44275.518,1327.832,4.583,-4976.11,4125.096,-23495.066,5097.895
