index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.04456,38221.704,2908.914,-30.741,-5013.24,44241.898,-20840.707,13964.737
1,6.07367,38405.903,2843.72,30.239,-5037.963,43951.076,-23121.434,28963.632
2,5.71302,36125.33,3842.047,148.427,-5070.213,45063.663,-24349.707,37285.352
3,6.22488,39361.991,3484.5,78.827,-5001.14,43111.329,-33087.828,13629.907
4,6.33945,40086.456,3527.984,66.469,-4993.516,42547.505,-28724.073,13714.539
5,6.27825,39699.467,2950.286,40.782,-5022.581,42775.528,-19857.976,18005.456
6,5.96579,37723.742,3496.647,-44.565,-5033.857,44768.225,-12156.168,14118.533
7,5.94656,37602.144,3489.98,64.246,-5011.322,44536.306,-20588.964,10436.754
8,6.10538,38606.416,4081.325,117.51,-5012.269,44004.599,-28148.123,14198.133
9,6.02094,38072.411,3683.808,75.86,-5063.461,44476.19,-20561.559,22611.228
10,6.36092,40222.281,4196.918,-31.875,-5072.374,43350.66,-11008.987,14974.059
11,6.58823,41659.638,2784.218,-62.329,-4995.317,41350.788,-19878.791,-4589.499
12,6.29105,39780.469,2753.302,44.243,-5021.949,42523.832,-33315.363,9017.16
13,6.32198,39976.05,2754.564,-44.028,-5040.362,42375.654,-28355.974,17706.464
14,6.18152,39087.875,2527.394,-98.034,-5014.349,43338.892,-10699.137,7934.724
15,5.94833,37613.337,2841.233,-91.419,-5030.547,44719.356,-10092.245,9956.469
16,5.90662,37349.464,3375.505,-76.938,-5028.532,44931.583,-9785.672,8660.967
17,6.23764,39442.614,3354.047,-52.706,-5019.795,43028.481,-16769.595,-2959.662
18,6.08397,38470.97,3415.494,-65.244,-5057.186,43902.102,-9140.437,13726.141
19,6.07154,38392.434,3660.522,-56.615,-5061.806,44006.931,-13037.537,17371.916
20,6.43152,40668.645,3495.085,60.662,-5011.204,41784.571,-21368.31,15451.963
21,6.34615,40128.759,2946.578,-126.053,-5028.255,42221.938,3917.516,7481.295
22,6.09141,38518.016,3207.267,-49.986,-5046.629,43929.985,-16991.147,20315.651
23,6.30977,39898.842,3196.097,-93.692,-5029.526,42577.188,-3399.103,18711.157
24,6.30316,39856.918,2865.596,-98.45,-5004.365,42360.378,-3574.197,13679.867
25,6.25421,39547.518,2937.897,-87.636,-4981.915,42925.943,-9800.706,4394.094
26,6.33951,40086.835,2598.818,-103.284,-5021.934,42236.774,-5513.942,13769.206
27,6.14325,38845.818,2710.77,-63.667,-5047.482,43469.356,-6418.449,24439.076
28,6.15735,38934.976,2756.221,-57.097,-5041.213,43381.011,-11937.292,24274.098
29,6.28275,39926.538,2789.279,-70.968,-5003.492,42753.743,-12634.567,17884.076
