index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.21591,1115.134,1982.943,-147.036,-5017.19,43474.732,-12217.012,-10683.469
1,6.0188,1079.775,2024.873,-250.216,-4985.738,44657.15,13954.464,-16661.869
2,6.26173,1123.353,2201.24,-280.491,-5113.744,43608.346,17093.4,27332.176
3,6.22116,1116.076,1819.609,-372.302,-5008.577,43273.718,35277.092,15955.466
4,6.54869,1174.837,2340.437,-419.492,-5043.22,43456.12,37681.535,18590.088
5,6.16564,1106.114,1911.244,-330.979,-4965.935,43984.082,22850.141,9669.753
6,5.93982,1065.604,1942.117,-267.421,-4986.594,44894.504,6782.807,15713.832
7,6.29186,1128.761,1879.111,-239.537,-5149.282,42755.854,-16150.32,36566.443
8,6.08615,1091.857,1953.736,-279.147,-5118.308,44421.122,-8830.05,33943.11
9,6.13471,1100.565,2024.334,-281.764,-5054.004,43827.849,9443.46,16026.851
10,6.27198,1125.193,1981.452,-271.12,-5176.353,43214.839,-10466.026,38100.571
11,6.35089,1139.348,1895.919,-250.935,-4974.928,42991.638,13337.483,-13235.465
12,5.97247,1071.459,1958.448,-284.489,-4960.569,44919.649,-11244.672,-15373.388
13,6.16185,1105.436,2124.768,-152.544,-4982.938,44002.396,-22147.858,-12987.504
14,6.31214,1132.4,1854.091,-374.557,-5023.665,42582.563,21050.772,16983.292
15,6.11152,1096.405,1895.005,-438.498,-4963.841,44199.86,32882.544,12457.085
16,6.37474,1143.627,2029.239,-441.903,-5109.609,42913.835,24407.591,34325.638
17,6.12176,1098.246,1964.014,-307.67,-5072.335,44087.162,7865.037,28516.83
18,6.36792,1142.405,1877.678,-323.586,-4958.144,42420.531,21661.478,12891.639
19,6.03633,1082.918,1869.361,-354.169,-4975.263,44652.655,19954.452,12497.949
20,5.96435,1070.006,2082.81,-330.025,-5072.65,44210.983,16241.086,30686.878
21,6.19622,1111.604,2002.443,-304.393,-5002.182,43475.125,29225.637,12562.031
22,6.44337,1155.941,1937.045,-408.577,-4870.647,42140.371,34742.092,-13850.906
23,5.84665,1048.887,2052.441,-182.119,-4987.63,44889.062,-14677.176,-25475.824
24,6.50816,1167.566,2198.615,-298.373,-4998.435,42144.082,16504.72,12639.718
25,6.25683,1122.475,1883.778,-255.19,-4971.162,43632.063,7426.03,-12060.965
26,5.98055,1072.912,2112.81,-285.299,-5041.448,44793.575,-13379.641,12015.11
27,6.25081,1121.394,2042.195,-270.206,-5012.83,43335.9,-8813.858,-10267.641
28,5.96789,1070.641,1980.027,-308.273,-5072.009,43817.476,10036.427,19762.546
29,6.33053,1141.377,2305.357,-235.729,-5006.36,43314.306,12658.072,-10204.502
