index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.42036,40598.076,3157.769,50.686,-5040.257,41749.843,-14442.435,19477.927
1,6.38034,40345.017,2640.495,-70.704,-5027.729,42435.032,-16582.562,13604.068
2,6.16296,38970.45,2819.97,69.139,-5069.226,43530.551,-25557.435,26565.801
3,6.37196,40292.09,2470.523,-69.357,-5009.386,42035.947,-16047.574,15093.628
4,6.04368,38216.203,2622.833,-96.17,-5018.929,44315.848,-7526.634,11694.523
5,6.07204,38395.47,2954.245,-56.631,-5027.823,44260.706,-17781.563,19329.004
6,6.20925,39263.158,2827.357,31.462,-5035.931,43076.891,-21113.777,20463.037
7,6.17425,39041.778,2838.111,-50.747,-5062.691,43364.76,-17001.746,25264.068
8,6.16624,38991.128,2964.167,-59.116,-5032.955,43395.369,-20931.452,21986.237
9,5.90386,37332.012,3077.888,-36.08,-5014.946,44745.49,-15225.847,19523.469
10,5.97547,37784.825,3946.828,132.171,-5058.069,44510.932,-20890.868,26362.835
11,6.43087,40664.471,3135.318,-43.547,-5043.307,41567.49,-12020.06,17854.964
12,6.17435,39042.536,3003.643,-75.593,-5002.085,43474.103,-21022.751,5521.124
13,5.99009,37877.399,3642.005,-55.606,-4996.69,44692.187,-21590.317,-3685.185
14,6.3291,40021.009,3273.117,-78.385,-5028.11,42293.007,-18196.771,13775.281
15,6.31893,39956.701,3033.504,-52.419,-5016.022,42449.149,-21456.912,11323.058
16,6.30775,39885.943,3111.952,34.234,-5034.317,42647.481,-24936.312,14893.337
17,6.13484,38792.702,2945.406,-77.618,-5060.127,43556.748,-13346.716,19560.869
18,6.20823,39256.708,3221.169,-67.843,-5003.185,43452.559,-13109.188,7163.784
19,5.97821,37802.278,3102.135,-71.115,-5001.339,44462.049,-20888.08,-6392.845
20,5.83846,36918.465,3697.832,-27.196,-5046.405,45038.939,-16067.261,13971.267
21,5.7801,36549.499,3906.769,71.182,-5009.191,37023.884,-17202.942,18312.643
22,6.48589,41012.381,3994.335,82.515,-5006.663,40960.652,-20607.285,13169.448
23,6.48161,40985.444,2963.302,-97.434,-5042.277,41299.698,-10237.208,16090.578
24,6.06789,38369.291,3005.728,-82.819,-5016.749,44215.882,-8001.935,13581.101
25,6.09626,38548.747,3221.885,-56.325,-5011.35,43892.801,-7069.216,12182.302
26,6.15746,38935.735,3388.858,41.847,-5041.5,43611.797,-14617.486,13945.669
27,6.30347,39859.005,3086.273,-42.181,-5037.804,42452.493,-11417.092,14069.744
28,6.11443,38663.516,3326.903,49.113,-5065.453,43858.601,-16994.49,20094.005
29,6.15643,39123.918,3259.312,-24.331,-5008.089,43691.337,-14313.501,11656.578
