index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.05934,2690.347,2452.192,-124.344,-5018.177,44552.13,-20745.3,14712.827
1,6.21691,2760.304,2085.858,-109.367,-4935.165,43520.412,-16876.85,-20241.408
2,6.32326,2807.523,2378.218,-211.347,-4929.561,43287.104,11038.191,-11349.757
3,6.0299,2677.28,2276.966,-155.355,-4979.583,44471.359,-12950.006,-5367.764
4,6.2308,2766.471,2229.375,-224.357,-5023.293,43087.837,9418.263,15213.454
5,6.14968,2730.453,2270.721,-180.296,-5023.706,43735.392,11414.703,14447.796
6,6.3254,2808.482,2160.91,-216.197,-5060.037,42427.089,9955.377,17552.964
7,6.36515,2826.131,2100.188,-246.667,-4924.762,42455.389,22115.581,-8430.445
8,6.0693,2694.769,2194.011,-242.33,-4858.209,44805.589,22331.024,-30051.305
9,6.63601,2946.384,1880.263,-383.703,-4987.844,41156.325,27082.155,22450.965
10,5.99856,2663.361,1865.566,-272.536,-4975.013,44567.814,8993.595,12808.071
11,6.01198,2669.315,2122.115,-213.321,-5098.549,44733.68,-10494.564,12451.885
12,6.21446,2759.225,2062.952,-219.917,-5020.874,43219.69,-7753.092,12393.02
13,6.05135,2686.804,1914.826,-228.44,-5067.244,44360.305,-10214.455,24873.406
14,6.17368,2741.109,2366.99,-167.515,-5095.486,43969.712,-14255.602,22729.856
15,6.2323,2767.137,2016.211,-255.085,-5083.759,43242.663,-6991.553,24660.102
16,6.29237,2793.817,2136.128,-240.867,-5023.848,43146.23,12658.513,10274.744
17,5.94416,2639.211,2099.217,-212.05,-5133.668,45069.555,-9311.791,27170.635
18,6.11027,2712.964,2329.935,-160.402,-5121.561,44079.275,-14135.957,26805.146
19,6.37992,2832.684,2381.371,-174.865,-5078.199,42739.391,-14516.478,21663.087
20,6.33043,2810.706,1971.885,-288.263,-5039.421,42732.801,23214.827,25020.138
21,6.0789,2699.032,2012.896,-198.863,-5045.997,44315.888,-17549.386,14441.804
22,6.24346,2772.092,2334.758,-185.047,-5046.408,43785.116,-16369.164,10295.252
23,6.4004,2841.782,1918.716,-261.184,-5044.413,42211.285,-7539.706,17389.534
24,6.23441,2768.082,2165.378,-178.302,-5024.823,43710.502,-17000.61,14419.608
25,6.01726,2671.659,2265.824,-195.276,-5112.268,44437.007,-14685.229,28165.806
26,5.97896,2654.663,2162.921,-203.096,-5103.195,44796.864,-10364.621,26259.447
27,6.07022,2695.182,2057.926,-283.321,-4990.176,44353.548,32641.891,11488.179
28,6.28548,2790.753,2319.596,-193.212,-4981.353,43381.025,13749.231,-15535.824
29,6.1741,2755.002,2263.862,-238.724,-5027.411,43954.008,15222.175,11708.137
