index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,5.95111,1067.627,2130.664,-164.707,-4927.129,44964.895,-15805.859,-21381.434
1,6.09418,1093.294,2251.093,-201.55,-5081.678,44164.367,9434.262,15296.713
2,6.48362,1163.163,2080.74,-330.985,-5084.011,41636.712,27545.973,26288.185
3,6.03959,1083.504,1883.427,-307.137,-4975.241,44209.41,20594.435,-10519.478
4,6.43993,1155.322,2408.325,-292.135,-5118.724,43240.094,11512.344,26928.378
5,6.20702,1113.541,1902.236,-241.72,-5033.906,43844.201,9288.698,13490.666
6,5.98465,1073.644,1916.874,-312.172,-4924.836,44718.026,24186.848,-15566.193
7,6.38741,1145.903,2206.512,-313.723,-5143.226,43556.941,14076.47,31849.499
8,6.16062,1105.215,1822.444,-350.719,-5057.188,43783.078,17905.365,19392.851
9,6.26327,1123.632,1879.458,-434.538,-4986.397,42984.478,28371.205,19658.257
10,6.16441,1105.893,1858.581,-280.711,-5073.197,44142.469,-9553.328,23519.171
11,6.29506,1129.332,1839.859,-406.949,-4991.335,42769.057,24521.628,27820.93
12,6.07672,1090.162,1860.154,-358.035,-5116.064,44444.287,18136.76,31845.952
13,6.12746,1099.268,1871.914,-355.18,-5020.791,43997.126,24818.027,13968.747
14,6.20965,1114.009,1898.327,-406.482,-5042.075,43411.588,28218.897,25129.036
15,6.18375,1109.365,1937.008,-307.06,-5004.207,44062.525,13164.216,11409.291
16,6.47279,1161.22,1958.62,-370.91,-4971.189,42224.988,23531.243,15562.094
17,6.29189,1128.767,1636.223,-325.218,-4983.722,43347.135,20557.696,12741.003
18,6.11328,1096.722,1858.288,-310.779,-5031.376,44422.445,25348.172,14281.49
19,5.92195,1062.396,1871.423,-271.716,-5020.911,45005.822,13706.783,11797.936
20,6.08392,1091.453,2218.61,-315.48,-5056.191,45015.658,22117.018,16211.282
21,6.22333,1116.464,1824.395,-195.784,-5067.469,43814.656,-17937.614,7844.891
22,6.20356,1112.917,2061.3,-190.6,-5075.041,43765.394,-16585.701,12852.532
23,6.05296,1085.899,2220.106,-192.444,-5085.338,44652.063,-10293.772,18449.359
24,6.142,1101.873,2130.503,-242.945,-4998.328,43930.512,8334.83,-13618.88
25,6.29805,1129.87,2192.408,-258.271,-4997.246,43261.305,6591.59,15312.246
26,6.29017,1128.455,1903.34,-287.506,-5031.358,43253.512,-13658.704,17167.296
27,6.18991,1110.468,2007.75,-173.716,-4919.08,43520.726,-15533.261,-21435.212
28,6.17621,1108.014,2222.757,-199.783,-4980.741,44175.003,-8128.701,-9246.523
29,6.18507,1115.15,1839.126,-250.105,-4937.437,44265.642,11875.832,-6054.424
