index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.20493,23454.635,2779.184,-80.98,-4975.114,43178.367,-17803.452,-9964.35
1,6.37023,24079.469,2935.097,-46.289,-5002.196,42562.594,-18814.48,9386.175
2,6.27698,23727.022,2405.92,-76.379,-5010.875,42736.595,-16281.012,13049.983
3,5.98102,22608.218,2794.271,-55.692,-4964.447,44653.021,-18368.374,-9694.976
4,6.39729,24181.756,2684.044,-80.398,-4941.937,42026.056,-11015.873,-15935.055
5,6.02761,22784.328,2614.201,-72.992,-5002.849,44594.124,-19072.64,-6066.475
6,6.32417,23905.4,2818.973,-107.871,-5012.092,42754.037,-13470.216,6509.667
7,6.33676,23952.915,2300.442,-114.428,-5001.622,42262.306,-8447.726,16107.455
8,5.86124,22155.525,2664.703,-112.023,-5085.86,45062.379,-6895.442,29791.352
9,5.81428,21977.941,3174.659,-43.946,-5108.39,45080.681,-3564.499,30726.526
10,6.41449,24246.734,3336.171,-119.032,-5042.26,42859.799,3575.743,15333.901
11,6.14629,23232.938,2827.672,-164.918,-5025.564,43887.556,5971.777,5366.467
12,6.44057,24345.392,2757.605,-131.414,-5089.468,41957.029,-9164.96,23875.834
13,6.04839,22862.914,2738.545,-88.334,-5067.63,44174.458,-18282.203,22710.537
14,6.37142,24084.005,2671.761,-51.915,-5029.925,42159.898,-25045.831,16511.845
15,6.11086,23099.013,2578.508,-64.913,-5060.25,43827.481,-19483.968,19223.003
16,6.38947,24152.159,2618.324,-36.816,-5071.624,42261.499,-26598.154,22044.63
17,6.04131,22836.152,2690.6,-68.001,-5068.105,44422.79,-18311.858,23772.478
18,6.22302,23523.016,2449.201,-106.632,-5050.353,42996.221,-15994.509,16824.937
19,5.93406,22430.747,2817.329,-146.555,-5027.277,44949.972,-6936.516,6581.941
20,6.27996,23738.249,2809.568,-117.893,-5011.566,42802.138,-11747.44,7877.983
21,6.16526,23304.721,2747.281,-60.917,-5020.746,43679.723,-19879.621,13799.45
22,6.57437,24851.156,2625.231,-179.186,-5046.145,41461.908,9319.466,18625.198
23,5.97288,22577.486,2309.733,-150.413,-5029.251,44569.88,-7898.913,18080.714
24,6.09107,23024.282,2679.42,-48.288,-5008.756,44195.598,-18178.0,14115.146
25,5.93787,22445.149,2878.497,-66.839,-5055.405,44946.294,-8996.772,19084.21
26,6.09914,23054.787,3362.484,47.28,-5010.834,44368.462,-21050.441,16480.209
27,6.41161,24235.848,2561.47,66.327,-5045.476,42074.883,-23857.154,29644.275
28,6.00148,22685.557,3164.26,-47.161,-5133.027,44690.204,-6555.184,31683.65
29,6.23701,23693.796,2846.349,-98.572,-5031.647,43102.951,-12680.935,15205.585
