index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,5.95771,5951.742,2260.885,-151.562,-5078.849,44746.016,-11490.578,21129.778
1,6.10767,6101.562,2536.601,-193.303,-5007.312,44153.189,7265.04,12042.98
2,6.39062,6384.239,2366.704,-191.205,-5004.506,42172.673,-11353.541,-13500.014
3,6.37433,6367.966,1888.49,-237.079,-4928.596,42754.22,13255.059,-15490.967
4,5.76985,5764.07,2369.386,-147.224,-5037.714,45111.968,-16268.911,20036.218
5,6.03984,6033.8,2647.163,80.215,-5049.282,44723.998,-23491.427,19502.682
6,6.26853,6262.261,2390.958,-114.242,-5071.014,43498.065,-19225.238,23251.995
7,6.39163,6385.228,2494.963,-231.059,-5050.543,42593.093,11849.133,12234.157
8,6.29789,6291.602,2156.3,-198.322,-5052.797,42794.748,7416.775,17487.262
9,6.17222,6166.058,2108.394,-185.139,-5049.323,43544.469,-10386.909,13853.219
10,6.02934,6023.311,2303.45,-262.154,-5033.871,44616.092,13683.402,16054.873
11,6.01932,6013.301,2476.592,-237.917,-5074.397,44594.358,13406.259,18256.049
12,6.17173,6165.548,2565.006,-136.097,-5011.99,43960.787,-16879.725,6039.312
13,6.35047,6344.11,2444.16,-117.808,-5048.018,42378.502,-21467.186,11797.861
14,6.45104,6444.599,2043.079,-278.296,-5035.333,41960.659,19770.31,17086.421
15,6.17403,6167.856,2166.884,-228.484,-5029.054,43674.121,8414.46,15249.77
16,5.88246,5876.578,2342.067,-102.273,-5078.928,45052.328,-21076.455,18678.285
17,6.21542,6209.215,2714.029,-134.701,-5060.724,44451.944,-18320.433,13129.747
18,6.23791,6231.662,2137.011,-231.513,-5057.278,44002.357,-8746.054,17926.799
19,5.8884,5882.512,2460.035,-218.133,-5112.983,44845.218,-6880.008,33893.165
20,6.41318,6406.777,2805.109,-191.355,-5056.734,43284.912,8802.558,19396.039
21,6.24977,6243.53,2279.504,-212.953,-5061.465,43143.427,10903.318,13460.954
22,6.44837,6441.932,2095.564,-293.073,-5025.59,41556.199,27576.479,18064.355
23,6.25887,6252.611,2129.265,-247.787,-5046.43,43192.833,15035.607,17264.539
24,5.79442,5788.616,2219.693,-258.372,-4984.753,44711.165,21469.312,9571.272
25,6.24878,6242.541,2346.074,-198.301,-5091.0,43253.932,-14870.831,21366.946
26,6.26033,6254.08,2285.363,-157.352,-5050.39,42900.544,-14464.34,18531.674
27,6.32627,6319.954,2249.079,97.071,-5040.159,42785.866,-33063.237,-7001.658
28,6.13726,6131.113,2250.406,-91.049,-5018.879,44080.123,-26967.49,-12286.804
29,6.2281,6252.971,2118.322,-179.599,-4976.354,43424.577,-8912.76,-8054.369
