index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,5.12675,76969.757,3042.559,52.408,-5027.432,24728.837,-18808.318,19310.119
1,4.72691,70966.826,2622.765,19.935,-5026.611,20997.328,-14977.884,13038.359
2,4.44169,66684.422,2344.923,32.23,-5013.323,18544.085,-18962.959,9926.33
3,4.24064,63666.292,2243.696,18.998,-4996.454,16729.504,-22329.091,7810.138
4,4.07933,61244.491,2070.945,26.249,-4995.811,15563.159,-24345.108,9864.634
5,3.99985,60050.931,2049.542,10.93,-4984.439,14846.417,-23499.995,8624.073
6,4.39609,65999.814,2531.739,20.389,-5027.011,18141.318,-19819.549,18878.528
7,4.87235,73150.365,2837.272,28.514,-5015.547,22070.368,-18884.581,17517.848
8,4.9955,74999.257,2994.217,26.233,-5003.824,23166.206,-16922.112,14558.584
9,5.31323,79769.443,3383.008,40.773,-5002.107,26329.294,-19294.665,15239.831
10,5.56181,83501.458,3576.16,47.957,-5042.501,28681.226,-14008.518,22488.153
11,5.44059,81681.391,3357.975,52.013,-5022.005,27756.16,-15257.209,16743.977
12,5.1184,76844.095,3020.092,18.117,-5003.188,24530.377,-13638.655,7264.248
13,5.1129,76761.672,3159.05,34.05,-5000.096,24318.79,-19452.143,12928.784
14,5.11258,76756.718,3053.575,29.997,-4982.954,24514.885,-19706.401,9007.802
15,4.69545,70494.356,2604.884,-13.969,-4967.202,20712.056,-20971.086,-2690.305
16,4.8241,72425.671,2891.076,-13.416,-4982.208,21708.375,-21089.095,8483.326
17,4.97309,74662.808,2908.768,52.501,-5004.242,23127.35,-23851.032,14711.916
18,4.52986,68008.148,2432.976,23.545,-5005.075,19497.971,-21005.772,11655.602
19,4.09822,61527.793,2061.515,-10.895,-4994.374,15813.974,-22355.649,9458.326
20,3.93621,59095.633,1978.926,-14.87,-4987.066,14371.66,-22498.071,6244.166
21,3.99717,60010.846,2064.823,-23.726,-4978.0,14820.445,-25134.03,3218.618
22,3.98695,59857.259,2060.378,-15.234,-4984.884,14738.169,-24741.045,5250.214
23,4.19406,62966.821,2350.703,21.746,-5014.929,16411.893,-25051.616,12083.685
24,4.63758,69625.534,2785.747,48.798,-4988.863,20127.169,-29720.6,12082.406
25,5.20385,78127.285,3274.736,56.793,-5006.219,25250.88,-25465.363,16290.792
26,5.40269,81112.536,3385.594,33.509,-5013.793,27072.188,-15831.626,12517.227
27,5.33121,80039.233,3294.421,17.264,-5028.071,26511.427,-11952.629,8205.11
28,5.35543,80402.706,3408.041,15.826,-5025.906,26672.051,-16665.727,6071.35
29,5.44758,82195.298,3426.809,48.249,-4992.999,27664.47,-24800.011,11068.987
