index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.23593,51.966,1837.742,-341.763,-4947.044,43150.774,25158.126,12856.576
1,6.46518,53.877,2070.535,-350.258,-4942.668,42067.211,26989.933,-7079.258
2,6.61841,55.154,2040.266,-209.517,-4982.155,40435.111,-8373.134,-12503.319
3,7.09806,59.15,2057.661,-297.686,-4935.582,38101.46,21336.439,-12941.684
4,7.15239,59.603,1909.399,-331.645,-5121.574,37614.348,12998.381,37339.156
5,6.83832,56.986,1498.872,-384.361,-5085.867,32438.951,11768.646,38315.144
6,5.7225,47.688,1054.003,-251.409,-5033.789,20861.28,-11066.769,16035.228
7,4.62434,38.536,557.006,-202.493,-4898.383,5256.528,-15489.929,-13740.793
8,2.38351,19.863,368.112,-168.862,-4707.576,-57.078,-28673.124,-22163.814
9,0.52743,4.395,475.968,100.282,-4559.339,-28.591,-36955.569,-10416.787
10,0.2892,2.41,466.021,52.739,-4697.668,-12.961,-35886.629,-11930.598
11,0.22228,1.852,512.34,-121.653,-4790.313,9.578,-33452.047,-8094.289
12,0.23388,1.949,482.392,79.441,-4762.726,13.041,-31120.161,-5962.567
13,0.23808,1.984,433.145,-177.621,-4537.143,-12.996,-32340.938,5564.199
14,0.15769,1.321,456.952,-167.961,-4617.118,-13.061,-30906.039,-6306.464
