index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.07593,50.633,4280.806,167.375,-5029.605,39766.395,-22358.916,30396.705
1,6.43032,53.586,4463.736,171.443,-5048.452,36295.49,-21200.896,28064.522
2,6.63855,55.321,4643.507,179.598,-5082.016,36338.932,-17479.911,29007.916
3,6.82094,56.841,4779.524,129.07,-5021.05,36426.295,-21993.277,17232.069
4,6.90404,57.534,4785.558,109.475,-5054.756,35646.4,-18106.202,17269.494
5,6.84444,57.037,4681.324,207.196,-5076.656,33273.067,-17736.746,34648.569
6,7.17528,59.794,4974.193,223.673,-5037.935,34864.966,-23986.287,30175.209
7,7.24629,60.386,4999.295,152.173,-4952.839,33971.028,-25487.99,9433.525
8,6.71333,55.944,1700.666,57.651,-4954.515,20259.263,-26594.235,-6868.867
9,1.89939,15.828,270.491,28.206,-4938.346,-58.118,-33177.066,-6433.849
10,0.28085,2.341,553.466,-33.095,-4880.328,-24.399,-29627.631,-1494.532
11,0.00982,0.082,504.24,-28.675,-4858.648,7.946,-32209.664,1904.156
12,-0.02617,0.218,510.661,-27.617,-4873.34,-7.135,-30250.808,1365.314
13,0.05728,0.477,504.021,19.909,-4872.406,5.04,-29074.192,702.965
14,0.0978,0.819,503.168,6.429,-4883.778,-2.469,-29676.153,388.069
