index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,5.8722,74733.532,3887.231,128.644,-5016.693,32093.222,-25041.346,27395.929
1,5.98823,76210.334,3918.032,121.022,-4965.865,33458.015,-28852.521,19452.522
2,5.86551,74648.391,3866.768,97.26,-4966.769,31984.7,-29258.27,16865.265
3,5.99172,76254.623,3954.094,71.574,-5004.564,33525.268,-21044.55,14493.304
4,5.71185,72692.811,3714.924,76.842,-5007.878,30349.043,-18443.739,16252.193
5,6.01301,76525.701,4122.587,59.592,-5031.885,35037.369,-10920.802,17045.843
6,6.14375,78189.586,4222.657,52.177,-5074.509,35756.124,-6696.612,21251.446
7,6.18978,78775.267,4260.589,25.001,-5091.74,37074.534,-8986.166,13839.031
8,5.90548,75156.948,3780.69,32.852,-5051.556,35195.64,-11226.578,12407.717
9,5.34604,68037.142,3195.682,70.099,-5032.45,26970.658,-21003.849,20030.322
10,5.01068,63769.381,2888.326,39.923,-5020.543,23632.448,-16133.35,14501.97
11,4.99064,63514.339,3036.791,52.291,-5053.1,23161.249,-18033.321,21341.615
12,5.42969,69101.982,3560.964,94.641,-5045.618,27527.721,-25196.935,24944.19
13,5.89127,74976.357,4045.952,104.918,-5052.502,32490.171,-22830.713,26702.861
14,6.14816,78245.71,4180.561,61.256,-5003.888,35819.932,-25337.764,16306.834
15,6.0735,77295.41,4013.989,-79.749,-5018.66,34655.752,-13186.132,4420.611
16,6.02695,76702.856,3963.148,-55.086,-5015.027,34343.218,-11617.736,3963.956
17,6.08503,77442.021,4078.071,-28.387,-5008.816,36885.796,-18862.347,8533.309
18,6.25267,79575.52,4323.9,112.085,-4963.402,41715.677,-32212.767,10557.75
19,6.01014,76489.048,3998.452,68.756,-5013.102,36620.961,-19119.342,15064.44
20,5.85805,74553.322,3778.391,43.888,-5022.819,31994.89,-15462.407,13651.411
21,5.59904,71257.243,3477.705,64.599,-4977.585,29436.177,-26966.607,11409.997
22,5.45356,69405.513,3455.923,20.216,-4939.162,27634.313,-32112.01,-2934.671
23,5.81688,74029.493,3978.858,-22.395,-4905.965,32002.881,-26150.324,-6565.307
24,6.19477,78838.646,4299.225,85.586,-4925.602,42242.947,-33424.191,3691.652
25,5.92181,75365.029,3807.114,50.482,-4988.11,36433.926,-16086.165,2562.749
26,5.90055,75094.333,3857.859,119.492,-5029.473,32555.239,-19693.263,19234.15
27,5.72837,72903.183,3725.762,171.269,-5053.951,30403.421,-22808.131,32067.674
28,5.93351,75513.931,3976.37,202.753,-5054.052,32733.977,-20310.055,36374.877
29,5.95189,76126.338,3895.68,191.857,-5010.244,33105.717,-24711.143,30695.126
