index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.08821,12432.104,2571.905,-94.848,-5012.929,43984.835,-16750.18,6906.777
1,6.2314,12724.498,2539.13,-77.759,-5062.983,42948.766,-30164.26,17891.927
2,6.15303,12564.487,2613.953,-47.593,-5054.003,43681.281,-28724.772,22382.103
3,6.17406,12607.431,2852.019,-95.989,-5015.066,44047.726,-19932.55,12567.596
4,6.43907,13148.601,2187.413,-129.138,-4986.886,41899.219,-12982.814,-11591.936
5,6.12537,12508.006,2416.068,-175.972,-4972.805,43742.998,-7957.337,-15510.215
6,6.26141,12785.82,2242.283,-187.575,-5043.3,43231.773,7325.372,23920.314
7,5.98128,12213.774,2605.045,-74.693,-5057.255,44699.276,-21896.205,19529.932
8,6.44346,13157.545,2341.164,-115.772,-5066.677,41585.305,-23047.444,24374.351
9,5.96618,12182.96,2344.119,-159.863,-5078.533,44882.533,-12009.293,31427.057
10,6.15783,12574.289,2543.258,-145.152,-5067.826,43807.401,5691.754,21472.008
11,6.07611,12407.417,2837.437,-102.818,-5081.16,44508.671,-8396.676,24958.141
12,6.12758,12512.539,2641.607,-125.622,-5021.47,44111.921,-11070.765,14921.078
13,6.14088,12539.677,2593.763,-74.86,-5119.161,43897.989,-26532.047,30801.982
14,6.37432,13016.341,2842.911,-124.058,-5071.957,42855.363,-16575.954,15776.883
15,6.29616,12856.759,2498.002,-129.73,-5092.68,42940.641,-13817.745,23490.548
16,6.28679,12837.646,2357.2,-189.564,-5070.839,42945.993,-7052.009,20369.28
17,6.26539,12793.906,2071.65,-201.502,-5024.334,42997.182,7392.911,11968.993
18,6.15562,12569.756,2273.559,-140.256,-5029.392,43540.442,-11128.208,7916.455
19,6.04275,12339.296,2372.692,-130.222,-4964.447,44442.506,-9971.606,-6292.994
20,6.08086,12417.096,2460.777,-138.501,-5057.153,44095.159,-10281.159,23183.01
21,6.07032,12395.593,2539.193,-148.921,-5082.557,44051.776,-6456.364,23058.374
22,6.12243,12502.002,2928.932,-163.602,-5085.057,44384.913,8503.303,14003.735
23,6.51752,13308.796,2305.134,-212.639,-5037.387,41129.295,12872.473,12464.109
24,6.06315,12380.952,2146.679,-241.344,-4983.651,44283.784,18943.953,-5229.088
25,6.01495,12282.507,2915.187,-109.892,-5072.077,44493.422,-8638.379,17938.731
26,6.43649,13143.333,2425.332,-66.545,-5033.887,41674.902,-15503.782,10282.385
27,6.13209,12521.728,2456.811,-98.89,-4955.209,44070.104,-18867.004,-10811.401
28,6.42198,13113.683,2156.172,-194.161,-4918.521,42230.941,5981.613,-9151.561
29,5.88757,12082.494,2443.558,-157.461,-5015.434,45078.569,5323.352,8067.356
