index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,5.70288,54158.35,3684.87,120.991,-5081.528,41730.332,-16952.347,33142.689
1,6.04709,57427.293,4209.917,101.669,-5117.96,41022.475,-5026.088,22734.895
2,6.03409,57303.646,4143.644,103.325,-5098.826,38683.62,-4596.148,23872.134
3,6.15377,58440.397,4205.278,77.633,-5028.669,35754.652,-18385.478,12604.42
4,6.23697,59230.425,4312.122,56.973,-4992.338,39899.879,-20858.672,8122.361
5,6.46867,61430.708,3692.04,-45.363,-5064.734,41521.272,-8733.294,17009.503
6,6.2997,59826.151,3508.528,-72.195,-5029.638,42424.408,-5835.126,8905.301
7,5.91127,56137.266,3739.249,-66.517,-5019.362,44588.124,-9618.687,-2666.973
8,5.92874,56303.363,4249.622,75.468,-5076.579,43091.232,-13087.217,15729.69
9,6.35758,60375.723,4323.422,85.043,-5080.093,42557.831,-15381.936,19481.082
10,6.38479,60634.127,3370.586,38.166,-4973.427,42553.135,-24758.36,7056.86
11,6.29541,59785.41,3871.869,-48.198,-4965.378,43205.166,-23282.207,6165.868
12,6.30874,59911.906,3044.354,-40.03,-4997.74,42527.101,-21520.411,6561.393
13,6.12995,58214.187,3553.241,-40.568,-4951.319,43904.243,-22524.171,-8330.074
14,6.221,59078.858,3199.026,-77.827,-5003.174,43028.777,-16664.523,3137.582
15,6.27448,59586.55,3374.021,-41.471,-5019.357,42833.036,-19149.735,18795.916
16,6.14898,58394.813,3220.712,-50.737,-5050.522,43405.093,-14727.867,15265.17
17,6.1057,57983.703,3466.167,66.701,-5044.601,43796.169,-29538.283,22979.525
18,6.25808,59430.995,3216.27,-34.285,-4983.205,42762.135,-24535.716,9890.955
19,6.09378,57870.597,3312.529,-58.037,-4945.248,43804.518,-19857.129,-5129.99
20,6.05974,57547.236,3616.666,-74.458,-5028.619,44106.524,-8385.775,8729.026
21,5.97134,56707.921,3806.987,70.225,-5071.711,44683.985,-10571.25,25970.158
22,5.84654,55522.736,4053.269,126.831,-5030.326,42647.47,-18834.879,25897.825
23,5.89405,55973.733,3931.525,153.911,-5003.198,32546.9,-25958.609,21787.166
24,6.09828,57913.332,4097.901,142.279,-4988.404,35085.58,-22368.766,23283.959
25,6.11346,58057.492,4181.715,181.291,-4977.348,36272.466,-30733.844,23866.254
26,6.40398,60816.463,3823.41,126.614,-5002.807,41780.629,-27594.341,21400.126
27,6.29528,59784.271,3736.498,123.135,-5076.56,42713.486,-22109.162,36808.051
28,6.19375,58819.884,3255.351,111.418,-5060.718,43365.351,-28849.911,28690.688
29,5.84104,55747.808,3921.56,144.18,-5026.945,45018.178,-23941.267,26661.893
