index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.35031,6343.96,2187.521,-207.62,-4945.216,42272.869,8827.643,5850.715
1,6.21343,6207.207,2114.06,-151.549,-4942.261,43096.609,-14114.571,-7094.052
2,6.08799,6081.902,2294.292,-98.222,-5055.791,44041.127,-20775.938,15051.162
3,6.28023,6273.95,2281.545,-160.182,-5082.301,42833.938,-16726.93,21742.085
4,6.38436,6377.976,2009.884,-237.661,-4990.006,42104.95,-4564.449,5594.416
5,6.2008,6194.589,2041.521,-266.364,-5031.599,43407.739,13174.678,10860.819
6,6.15395,6147.806,2141.358,-151.659,-5008.501,43867.159,-10382.745,-6135.155
7,5.83644,5830.604,2122.09,-156.889,-4997.494,44979.387,-10172.009,-6436.344
8,5.94472,5938.765,2677.71,-124.538,-5018.291,44851.261,-12829.752,9242.476
9,6.38374,6377.346,2414.288,-80.275,-5032.011,41981.917,-22894.474,13541.809
10,6.4417,6435.248,2226.294,-206.268,-5021.526,41636.905,-10753.435,14507.384
11,6.28176,6275.478,2169.019,-147.295,-5063.029,42985.572,-20314.735,21748.599
12,6.20721,6201.003,1989.452,-200.655,-5088.308,43166.697,-8120.861,30536.557
13,5.91455,5908.645,2246.759,-181.002,-5082.302,44842.489,9720.424,23120.461
14,6.1638,6157.636,2367.597,-211.592,-5081.641,43620.578,10908.644,23086.029
15,6.18887,6182.691,2322.041,-209.411,-5115.632,43323.858,12085.611,27492.375
16,6.2641,6257.826,2120.131,-250.485,-4993.349,42805.133,14771.916,9129.301
17,5.83296,5827.127,2494.373,-115.408,-5084.369,45084.337,-12531.264,24893.004
18,6.28777,6281.472,2746.824,-201.138,-5054.634,43160.427,12067.295,18284.49
19,6.36902,6362.661,2289.222,-198.742,-4923.061,42344.888,14763.663,-14494.533
20,6.32186,6315.548,2033.175,-284.163,-4928.955,43015.762,26945.381,-7483.07
21,6.3892,6382.801,2225.113,-177.095,-5009.045,42643.134,8119.149,17271.37
22,6.03001,6023.97,2203.739,-137.247,-5063.206,44577.229,-4248.191,23952.008
23,6.23688,6230.643,2136.843,-104.962,-5050.691,43140.05,-18109.466,14180.576
24,5.65984,5654.17,2472.892,79.973,-5081.275,45088.397,-36409.638,28600.73
25,6.48839,6481.912,2704.789,-55.217,-5042.703,42557.509,-23673.405,17871.827
26,6.10311,6097.007,2228.87,-209.037,-4974.252,44163.515,13255.403,4688.802
27,6.32531,6318.995,2234.707,-235.084,-4985.206,42489.395,16800.54,4139.125
28,5.92394,5918.026,2533.411,-78.007,-5064.56,44821.405,-18572.76,16725.269
29,6.36528,6390.713,2291.525,-185.773,-5019.805,42309.587,-10102.496,13387.996
