index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.38036,53.17,1907.338,-291.164,-5027.41,42447.09,7607.346,9479.842
1,6.25132,52.094,1910.9,-220.313,-5052.651,42055.089,-17141.06,13460.413
2,6.89681,57.474,2110.874,-304.682,-4958.291,39598.041,13109.132,8076.493
3,6.64625,55.386,1466.591,-322.652,-4844.26,32950.932,23005.826,-11173.652
4,5.551,46.258,893.97,-347.999,-4877.833,20206.457,23764.769,6146.297
5,3.89612,32.468,424.426,-149.445,-4807.297,4231.67,-12925.37,-17848.62
6,1.56206,13.017,461.905,-122.807,-4661.277,-40.629,-30433.685,-18750.151
7,0.26042,2.17,495.004,168.918,-4518.33,-21.709,-34591.456,-9407.717
8,0.18449,1.538,493.574,-135.838,-4643.982,9.223,-34239.649,8240.114
9,0.14248,1.187,484.824,-203.002,-4646.27,-10.788,-31999.432,-7369.041
10,0.19199,1.6,495.831,-55.711,-4710.566,9.662,-29645.909,-8098.3
11,0.25761,2.147,491.122,104.811,-4678.817,10.769,-28102.997,-6671.635
12,0.18382,1.532,462.311,105.925,-4685.645,-9.632,-27955.224,5250.95
13,0.23831,1.986,457.405,-70.205,-4646.691,11.383,-27824.322,-5141.786
14,0.20987,1.758,472.304,123.565,-4602.81,-11.577,-25587.628,-9349.263
