index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,5.89659,22289.11,2820.588,-159.912,-5065.55,44822.538,17336.452,20080.754
1,6.19986,23435.471,2646.342,-118.845,-5040.577,43165.075,7992.876,13840.97
2,5.99193,22649.495,2891.707,52.697,-5060.564,44609.74,-24370.17,23978.113
3,6.10235,23066.921,3331.594,89.516,-4974.309,44392.909,-29292.843,14079.034
4,6.32268,23899.73,2679.148,-69.8,-4985.537,42643.94,-19327.232,-3450.416
5,6.36455,24058.037,2675.552,-122.686,-4957.177,42150.482,-5194.82,-10704.116
6,6.03971,22830.142,2575.017,-95.068,-4976.688,44229.424,-10214.068,-5418.144
7,6.1953,23418.234,3047.361,-43.494,-5006.446,43544.522,-14758.314,8034.593
8,6.27035,23701.961,2722.562,-92.417,-4999.468,42760.912,-12976.205,5021.755
9,5.95196,22498.447,3006.581,-62.184,-5001.573,44837.217,-22825.691,3914.672
10,6.33346,23940.441,2837.914,-83.452,-5051.358,42316.893,-12028.175,11736.908
11,6.11685,23121.693,2961.301,-101.143,-5098.248,43983.063,7645.515,21583.757
12,6.33184,23934.317,2557.351,-160.424,-5036.942,42446.482,14527.44,19298.112
13,6.29522,23795.969,2649.343,-97.143,-5037.901,42687.949,-12288.729,17950.391
14,6.26122,23667.374,2804.661,-94.701,-5042.705,43431.226,-15225.662,19179.657
15,6.08683,23008.18,2317.12,-103.901,-5014.362,44231.037,-13579.157,11097.53
16,5.78886,21881.891,3070.19,-55.239,-5041.153,45081.27,-23356.205,14523.153
17,6.25589,23647.302,3211.515,-57.097,-4993.279,43260.271,-31147.999,12676.872
18,6.30902,23848.133,2852.877,-70.23,-5060.629,42550.545,-17037.452,24779.724
19,6.32304,23901.091,2697.521,49.057,-5084.072,42465.336,-25636.763,33311.773
20,5.98121,22609.012,2700.121,-54.039,-5052.307,44434.386,-20183.501,23995.844
21,6.46186,24425.793,3030.994,-49.701,-5051.641,42476.284,-27986.243,17336.875
22,6.22831,23542.974,2306.275,-97.864,-5116.632,43398.707,-17486.168,28216.64
23,6.11819,23126.796,2570.449,-98.909,-5039.642,43810.372,-14286.196,17593.793
24,6.16097,23288.504,2660.139,-123.163,-5092.001,43565.578,-8761.272,31955.34
25,6.20112,23440.234,2534.607,-125.369,-5013.871,43418.134,-7634.112,7774.902
26,6.07951,22980.51,2586.444,-50.582,-4993.362,44201.727,-13956.153,11916.677
27,6.15602,23269.793,2887.183,-93.936,-4974.753,43688.267,-13110.567,3063.14
28,6.61496,25004.587,2548.232,-93.946,-4977.826,41214.93,-16549.215,2641.845
29,6.06065,23023.829,2139.771,-163.163,-5007.802,44251.889,2821.109,11471.538
