index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,3.72635,56764.884,1851.857,-22.015,-4993.891,12881.971,-14024.739,7875.006
1,3.62786,55264.553,1741.706,-21.194,-4988.376,12293.451,-19251.912,7832.509
2,3.50416,53379.885,1656.495,-28.041,-4990.565,10666.345,-20565.198,9705.176
3,3.5092,53456.661,1689.693,-15.957,-4991.71,11030.461,-23091.088,9279.031
4,3.62599,55235.762,1820.542,8.442,-4999.149,12222.062,-22935.041,10900.192
5,3.75004,57125.457,1892.731,-13.228,-4998.579,13032.979,-21675.214,8802.83
6,3.85132,58668.289,1972.662,-15.671,-4987.837,13762.715,-22815.682,8476.44
7,3.79567,57820.554,1883.157,15.457,-4982.198,13446.617,-26523.467,5560.6
8,3.70977,56512.163,1855.888,11.039,-4975.267,12768.126,-25713.074,3259.965
9,3.77141,57451.298,1903.17,24.534,-4983.537,13192.39,-31106.362,5287.626
10,3.70003,56363.638,1816.209,27.129,-4979.611,12745.551,-31205.812,7357.369
11,3.54734,54037.965,1649.567,-12.837,-4981.248,11545.319,-28670.171,5218.506
12,3.49038,53170.122,1584.413,-25.616,-4973.891,9101.672,-24902.415,1581.113
13,3.5226,53660.94,1685.896,-28.91,-4948.565,11062.904,-25410.704,-5258.777
14,3.62962,55291.059,1794.3,-39.757,-4965.418,12216.145,-21285.857,1709.145
15,3.71563,56601.278,1867.889,-33.699,-4967.46,12808.581,-19809.912,2208.028
16,3.74778,57091.182,1877.556,-27.411,-4982.042,13026.788,-21773.206,3026.386
17,3.73632,56916.608,1866.346,-23.607,-4994.426,12982.088,-21869.778,7296.807
18,3.58939,54678.222,1723.976,-19.593,-5000.661,11938.368,-22895.208,10306.451
19,3.51183,53496.877,1687.152,-17.553,-4996.573,11126.572,-23565.369,11016.798
20,3.46727,52818.232,1534.593,-17.079,-4983.913,7866.325,-22748.9,6526.581
21,3.49757,53279.802,1496.962,-9.647,-4967.758,7036.286,-22846.255,1311.442
22,3.49957,53309.964,1547.832,9.201,-4976.283,8183.596,-21649.822,3791.665
23,3.5548,54151.301,1720.069,-12.955,-4973.237,11132.751,-20791.162,3227.43
24,3.78062,57591.597,1966.982,-20.962,-4992.038,13316.967,-19661.788,8332.212
25,4.05322,61743.899,2151.08,-11.509,-5007.697,15257.562,-18482.729,10099.007
26,4.10721,62566.499,2168.21,14.456,-5006.351,15653.392,-17994.61,9803.031
27,3.95121,60190.099,1956.768,9.327,-4992.884,14625.722,-22053.586,9923.532
28,3.64586,55538.753,1703.958,8.674,-4990.214,12387.928,-23557.615,7942.681
29,3.57539,54737.632,1770.028,-13.604,-4995.572,11825.266,-18095.771,7391.352
