index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.23665,1039.44,1843.946,-215.044,-4935.186,41604.244,8928.051,8097.772
1,5.95689,992.815,1250.504,-223.093,-4872.4,28328.838,10798.263,3391.654
2,4.84836,808.06,695.287,-194.647,-4793.427,13851.965,7211.921,-11496.091
3,3.15263,525.44,325.675,-106.213,-4702.164,-35.768,-18937.791,-20380.773
4,0.97786,162.975,420.983,-85.556,-4565.382,-27.115,-27535.515,-10606.056
5,0.21542,35.905,478.494,-44.882,-4650.647,-2.743,-27794.535,-6889.692
6,0.1877,31.285,463.183,59.782,-4632.013,-2.227,-25610.785,-5386.074
7,0.15459,25.765,441.119,78.478,-4551.634,-1.594,-24660.52,3291.483
8,0.1438,23.965,421.708,43.133,-4490.82,1.068,-25964.449,3957.543
9,0.15796,26.46,416.719,-42.833,-4493.234,1.427,-27870.892,2441.063
