index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.13948,51.162,1854.517,-231.163,-5037.972,43772.008,-10118.817,22996.875
1,6.52896,54.408,2217.355,-256.567,-5024.803,41987.625,9137.31,13964.118
2,6.74827,56.236,1541.13,-209.427,-4918.219,35216.641,10444.829,-10670.255
3,5.48586,45.715,1103.494,-127.874,-4932.297,24391.55,-14129.417,-19491.558
4,4.72751,39.396,741.129,-95.461,-4943.846,8233.018,-19668.427,-11657.57
5,3.17781,26.482,349.406,-156.836,-4775.942,-47.169,-22644.768,-19908.969
6,0.97588,8.132,473.551,-137.514,-4730.513,-35.651,-31029.58,-17695.188
7,0.26805,2.234,485.89,158.656,-4654.703,10.102,-31362.321,-11024.929
8,0.22871,1.906,454.877,-47.134,-4566.632,-11.407,-29776.918,-10684.356
9,0.1202,1.002,487.775,96.444,-4663.776,9.257,-27999.15,-11923.381
10,0.16892,1.408,479.152,54.926,-4665.212,11.029,-28065.818,-10461.526
11,0.23817,1.985,459.091,148.423,-4562.316,-9.922,-24771.786,-9049.443
12,0.22903,1.909,404.372,193.76,-4432.559,11.839,-25116.301,7111.722
13,0.25424,2.119,452.92,75.751,-4570.556,-7.842,-27568.411,-4984.023
14,0.25855,2.166,456.97,-209.374,-4684.953,-10.107,-27242.979,-4038.003
