t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,6.04579,44028.2,-1185.58,18958.6,3550.87,-54.4002,-4874.12
0.1,6.03454,44088.9,-2594.55,17374.4,3560.59,-28.17,-5065.09
0.2,6.04406,44178.9,-3991.52,15700.5,3565.78,6.64175,-5195.81
0.3,6.0498,44148.8,-3613.25,14831.9,3553.52,33.2395,-5206.98
0.4,6.04537,44075.8,-3125.93,15183.1,3540.32,50.573,-5149.79
0.5,6.03307,43992.9,-4052.02,16529.9,3503.18,39.8206,-5096.89
0.6,6.01819,44010.2,-4649.16,17273.5,3499.39,-14.4873,-5057.58
0.7,6.02598,44142.3,-3410.8,16268.1,3519.93,-46.432,-4939.29
0.8,6.05462,44216.8,-1831.88,14719.1,3535.53,10.8973,-4804.69
0.9,6.0727,44150.5,-2154.33,13478.0,3551.39,45.2364,-4817.02
1.0,6.08701,44068.1,-4256.25,13322.9,3597.56,16.9959,-4978.38
1.1,6.09562,43978.7,-5270.85,14681.2,3605.64,10.029,-5092.48
1.2,6.09466,43932.6,-4737.9,15529.7,3592.64,34.1846,-5059.44
1.3,6.10877,43990.4,-5908.64,15219.4,3604.54,92.7942,-5004.64
1.4,6.12629,43958.9,-9593.77,14062.4,3619.18,128.623,-5060.0
1.5,6.13234,43863.2,-12918.3,12710.4,3638.18,129.243,-5116.84
1.6,6.13247,43746.5,-14049.5,12568.5,3644.91,105.892,-4994.25
1.7,6.11998,43624.1,-13344.4,14367.1,3644.02,46.3129,-4859.36
1.8,6.10148,43592.8,-14596.4,16501.7,3645.29,-54.3784,-4871.99
1.9,6.10028,43655.7,-17830.6,17677.0,3663.26,-106.961,-4978.04
2.0,6.1006,43659.4,-20319.0,16629.7,3658.82,-62.4705,-5017.07
2.1,6.09911,43644.4,-21130.1,13120.6,3624.4,40.284,-4962.49
2.2,6.10497,43643.9,-22138.1,9829.45,3608.8,168.721,-4946.01
2.3,6.11111,43623.5,-24140.3,8646.47,3595.19,222.057,-5019.29
2.4,6.12371,43635.1,-25272.3,9412.32,3597.0,149.594,-5090.74
2.5,6.1401,43601.6,-23771.2,10603.4,3598.57,20.288,-5060.85
2.6,6.14133,43524.0,-21490.1,10659.8,3616.29,-21.5618,-4967.6
2.7,6.13947,43495.1,-20096.4,8751.95,3637.2,-9.42525,-4954.01
2.8,6.14306,43519.8,-19360.5,6694.46,3634.5,20.0697,-4990.73
2.9,6.15969,43572.5,-17610.2,6287.11,3633.44,22.1205,-4950.8
3.0,6.18766,43587.0,-14512.2,7655.85,3636.29,-17.0054,-4855.87
3.1,6.21149,43474.0,-13352.6,8921.99,3596.23,-73.2281,-4798.23
3.2,6.21497,43295.0,-12908.1,8411.98,3550.51,-41.043,-4920.72
3.3,6.20419,43162.9,-14055.2,5872.13,3528.05,83.3262,-4991.94
3.4,6.1899,43115.9,-14840.3,3064.99,3490.15,177.911,-4965.04
3.5,6.1806,43154.5,-15800.8,1713.41,3483.05,152.017,-4971.5
3.6,6.18291,43187.9,-16135.3,2086.82,3484.71,36.819,-5083.44
3.7,6.18312,43147.0,-13505.3,2478.42,3497.6,-79.9239,-5151.67
3.8,6.17803,43081.2,-8058.18,1035.79,3481.15,-121.257,-5021.43
3.9,6.18014,43081.2,-1993.82,-1200.57,3484.0,-51.957,-4857.63
4.0,6.18848,43100.3,879.719,-2667.05,3531.21,18.1873,-4833.01
4.1,6.21258,43151.5,1965.17,-2209.7,3587.43,17.7616,-4897.59
4.2,6.23794,43110.6,3828.51,-387.38,3590.54,-10.8981,-4882.4
4.3,6.24713,42981.7,6267.03,834.256,3579.67,-4.43575,-4797.87
4.4,6.24342,42886.2,6421.51,504.831,3569.11,59.1787,-4820.39
4.5,6.23921,42848.6,3138.49,-336.091,3570.63,120.053,-4996.46
4.6,6.2414,42882.3,-922.075,-237.646,3570.04,93.8923,-5137.66
4.7,6.25408,42912.6,-2570.3,1208.93,3550.16,-17.577,-5149.21
4.8,6.26996,42870.7,-2372.26,3758.94,3510.47,-112.802,-5092.58
4.9,6.27759,42783.2,-2230.41,6325.43,3507.66,-137.85,-5094.36
5.0,6.28481,42706.6,-4665.27,8864.99,3528.26,-83.6413,-5088.67
5.1,6.28406,42616.1,-7023.51,11407.7,3536.67,-29.9685,-5051.17
5.2,6.27871,42577.6,-9891.02,13629.8,3544.14,8.65475,-4956.53
5.3,6.27191,42544.7,-12768.0,14121.0,3516.81,-5.04875,-4916.65
5.4,6.26813,42553.5,-15419.4,12438.0,3512.55,30.9862,-4986.81
5.5,6.27328,42548.5,-17023.4,8781.41,3457.49,87.7285,-5057.52
5.6,6.27759,42509.3,-17789.5,4796.87,3398.09,112.723,-5079.48
5.7,6.28552,42484.5,-18031.4,1790.42,3390.67,70.647,-5143.39
5.8,6.30464,42487.1,-18328.9,131.48,3392.06,-0.178219,-5214.39
5.9,6.33132,42474.9,-17376.9,-404.822,3415.43,-6.66656,-5214.95
