t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,0.195641,-53.386,-24563.3,-17446.7,166.18,642.575,-4472.97
0.1,0.174164,-56.4766,-24677.8,-15959.6,174.451,633.305,-4485.0
0.2,0.15601,-36.1005,-25162.7,-14582.4,210.343,624.238,-4504.1
0.3,0.146571,-15.3643,-25065.7,-13412.1,247.038,628.702,-4497.22
0.4,0.141698,-2.55006,-24412.7,-12371.0,291.783,640.057,-4483.42
0.5,0.144485,8.99566,-23328.7,-11256.5,319.459,671.844,-4497.7
0.6,0.144024,-13.4207,-21955.6,-10026.7,341.301,693.272,-4522.99
0.7,0.13924,-15.5071,-20152.5,-8786.22,346.294,713.059,-4517.06
0.8,0.131528,-15.5588,-17960.6,-7448.36,337.668,732.519,-4488.1
0.9,0.125013,-17.1644,-16411.1,-5803.26,331.072,745.767,-4490.79
1.0,0.125412,18.5637,-15830.1,-3989.67,334.769,754.65,-4524.08
1.1,0.136984,42.0737,-15699.7,-2438.78,358.126,732.912,-4545.53
1.2,0.155599,56.4848,-15883.3,-928.428,401.442,712.599,-4530.72
1.3,0.17997,72.78,-16012.9,405.025,447.359,677.256,-4511.67
1.4,0.209808,83.1369,-16473.4,1494.31,491.256,629.937,-4519.57
1.5,0.234373,41.5361,-16818.6,2112.72,508.225,586.651,-4528.19
1.6,0.244612,13.0113,-16879.4,2055.65,513.273,557.951,-4514.51
1.7,0.24346,-14.0779,-16446.3,1430.8,490.179,571.343,-4481.64
1.8,0.240928,-5.0182,-16366.1,289.794,460.221,580.991,-4461.99
1.9,0.237445,-12.2142,-16826.6,-1168.59,437.957,580.526,-4458.61
2.0,0.228061,-34.2911,-17684.9,-2886.7,432.431,558.329,-4454.05
2.1,0.216591,-24.396,-18523.1,-4576.17,438.863,555.771,-4462.32
2.2,0.203664,-36.3028,-19678.2,-6298.4,452.503,553.8,-4475.19
2.3,0.195171,-13.6931,-20902.8,-7669.29,460.273,562.838,-4508.71
2.4,0.187129,-22.9822,-22132.7,-8658.85,456.504,572.418,-4553.2
2.5,0.177924,-30.8305,-22884.4,-9480.71,435.449,579.437,-4564.13
2.6,0.169041,-11.1234,-23181.4,-10609.3,405.8,570.913,-4528.95
2.7,0.160496,-29.2315,-23265.3,-11954.2,384.47,577.56,-4490.84
2.8,0.146413,-45.9513,-23432.7,-13556.5,373.107,571.353,-4480.5
2.9,0.12845,-41.1768,-23424.4,-15274.7,372.69,566.109,-4486.2
3.0,0.119077,-9.56918,-22906.6,-16973.3,393.059,541.717,-4474.72
3.1,0.11541,-9.78665,-22428.0,-18515.7,422.224,500.068,-4440.85
3.2,0.117855,17.6906,-22093.4,-19360.5,452.741,493.613,-4449.27
3.3,0.122026,8.39518,-22025.1,-19473.5,470.48,498.08,-4486.08
3.4,0.124578,3.25471,-21747.5,-18848.8,479.352,490.598,-4500.3
3.5,0.12538,2.34047,-21167.4,-17486.9,464.708,488.352,-4486.27
3.6,0.126333,0.539857,-20375.6,-15661.7,430.979,496.576,-4477.99
3.7,0.126716,3.63158,-19456.1,-13832.8,411.825,503.763,-4495.59
3.8,0.125953,-3.73175,-18293.3,-12186.0,400.124,512.497,-4495.27
3.9,0.125771,3.14993,-16637.6,-10775.5,400.57,507.777,-4463.57
4.0,0.134706,40.1569,-15030.1,-9410.5,425.64,504.269,-4444.66
4.1,0.148483,29.2426,-14030.8,-8099.11,451.405,485.436,-4441.92
4.2,0.155748,6.34948,-13685.4,-6846.79,469.805,472.663,-4461.9
4.3,0.159657,13.4423,-13365.5,-5533.21,464.295,489.54,-4454.77
4.4,0.162893,2.52291,-12858.2,-3910.6,427.258,528.466,-4416.97
4.5,0.165773,13.6443,-12624.3,-2168.38,379.995,542.428,-4387.35
4.6,0.172988,18.843,-12913.3,-186.022,333.061,546.191,-4415.28
4.7,0.183376,38.0944,-13276.3,1653.87,296.498,532.44,-4445.47
4.8,0.193518,23.3392,-13742.8,2904.07,280.156,518.415,-4437.0
4.9,0.20165,17.8318,-14095.6,3551.64,274.588,526.93,-4410.3
5.0,0.202078,-14.3554,-15233.9,3478.5,294.207,532.136,-4416.11
5.1,0.200962,8.40907,-16737.3,2953.78,313.588,525.009,-4448.12
5.2,0.201936,-5.072,-18359.7,2120.24,327.405,504.031,-4463.84
5.3,0.197238,-15.9087,-19647.9,995.68,316.158,522.458,-4458.75
5.4,0.19616,5.82304,-20709.9,-588.635,273.845,570.247,-4470.24
5.5,0.19566,-7.44231,-21967.5,-2264.37,228.805,625.137,-4507.2
5.6,0.193527,-5.46576,-23011.9,-3739.21,186.92,653.242,-4534.47
5.7,0.187976,-21.2725,-24090.5,-5199.73,174.652,618.79,-4532.04
5.8,0.173478,-54.6566,-25234.6,-6649.65,174.235,594.561,-4520.95
5.9,0.146214,-73.5578,-26767.1,-8543.19,205.738,589.515,-4522.62
6.0,0.128512,-18.5592,-27633.5,-10679.0,244.385,598.93,-4527.86
6.1,0.124057,-5.65213,-27846.2,-12252.0,278.865,608.919,-4499.48
6.2,0.123371,-2.59435,-27636.5,-13410.2,296.917,579.306,-4481.85
6.3,0.127406,31.1506,-26671.2,-14220.5,280.16,562.299,-4506.66
6.4,0.134459,2.3238,-25598.7,-15095.4,258.832,571.378,-4541.06
6.5,0.137618,13.9719,-24253.7,-16102.9,242.591,601.424,-4545.12
6.6,0.141435,7.37769,-23158.1,-16819.5,233.825,618.589,-4556.77
6.7,0.142375,-5.34836,-22666.8,-16890.5,250.57,596.708,-4592.37
6.8,0.139472,-9.31746,-22531.0,-16680.3,279.119,557.105,-4617.39
6.9,0.140289,14.594,-22301.1,-16225.2,320.552,557.351,-4607.37
7.0,0.1458,16.5772,-21820.7,-15685.1,355.552,587.225,-4580.24
7.1,0.15968,54.3177,-20977.5,-14858.2,387.948,618.241,-4568.99
7.2,0.173329,20.7603,-19716.5,-13443.5,387.886,616.943,-4573.52
7.3,0.178375,6.31683,-17737.4,-11508.5,360.573,603.571,-4562.28
7.4,0.178849,-4.18313,-15631.9,-9764.38,329.206,593.844,-4531.19
7.5,0.174144,-17.3247,-14338.7,-8358.46,311.181,592.155,-4499.54
7.6,0.163657,-30.443,-14139.7,-7157.87,309.865,600.691,-4509.34
7.7,0.154351,-15.3066,-14764.6,-5754.62,329.141,579.424,-4527.77
7.8,0.148641,-17.9691,-15904.7,-3827.12,362.914,535.507,-4519.59
7.9,0.133173,-52.7478,-17483.8,-1898.67,397.005,491.344,-4520.26
8.0,0.122248,-11.2082,-19068.1,-124.179,410.024,500.165,-4562.53
8.1,0.116411,-16.7149,-20530.8,1479.96,408.696,526.28,-4603.67
8.2,0.111716,-6.88314,-21293.0,3012.34,385.165,540.374,-4613.12
8.3,0.109911,-8.38304,-21816.4,4146.04,353.715,518.771,-4602.61
8.4,0.108824,4.58758,-22225.5,4480.12,317.142,501.683,-4593.36
8.5,0.104206,-27.1745,-23320.2,3687.09,316.386,496.661,-4588.58
8.6,0.091984,-36.4684,-24628.1,2044.49,341.088,476.28,-4580.42
8.7,0.0753479,-46.1973,-26033.4,384.369,376.644,457.866,-4574.77
8.8,0.0575249,-48.2166,-27393.2,-1125.71,418.426,404.111,-4567.82
8.9,0.0401127,-39.0906,-28555.8,-2544.04,445.276,357.922,-4560.17
9.0,0.0292882,-20.3923,-29301.2,-4060.77,453.226,346.294,-4573.56
9.1,0.0216326,-13.0708,-29805.0,-5612.14,446.496,362.666,-4593.74
9.2,0.0246667,25.4255,-29847.8,-6918.04,428.861,365.11,-4609.74
9.3,0.0341007,23.1983,-29586.2,-8041.8,412.529,329.344,-4610.62
9.4,0.046103,34.1385,-28861.4,-9229.57,397.277,302.376,-4589.5
9.5,0.0577051,30.848,-27947.0,-10934.0,405.204,289.143,-4552.2
9.6,0.0663005,17.419,-27036.1,-13065.2,442.353,282.697,-4516.48
9.7,0.0673924,-14.651,-26120.6,-14835.7,490.198,285.802,-4515.25
9.8,0.056788,-36.7047,-25192.2,-16015.5,537.725,261.183,-4540.81
9.9,0.0470767,-13.128,-23633.3,-16659.7,552.438,247.642,-4551.88
10.0,0.0500051,25.4937,-21574.5,-17059.9,542.096,260.522,-4538.8
10.1,0.0586489,27.5408,-19974.6,-17272.2,533.049,282.867,-4533.13
10.2,0.0725641,44.0552,-18843.8,-16862.6,496.852,304.882,-4563.37
10.3,0.0924864,55.0656,-17850.8,-15605.7,463.185,285.197,-4578.72
10.4,0.106775,25.0671,-17006.7,-13991.6,460.031,221.884,-4545.34
10.5,0.107939,-20.4997,-16382.4,-12351.8,462.138,185.394,-4508.95
10.6,0.100704,-17.9335,-15765.3,-10796.7,469.306,194.396,-4506.83
10.7,0.0914442,-31.5697,-15209.7,-9225.28,485.305,210.236,-4515.8
10.8,0.0784533,-34.4719,-14344.4,-7350.72,489.227,187.357,-4494.32
10.9,0.0663567,-25.075,-13355.8,-5173.92,469.227,165.585,-4479.42
11.0,0.060639,-7.67033,-12939.7,-3414.02,436.72,162.309,-4483.31
11.1,0.0597113,4.19814,-13423.9,-2184.45,400.285,200.562,-4493.62
11.2,0.061574,3.90108,-14840.7,-1135.94,379.46,246.07,-4505.77
11.3,0.0658073,11.5606,-17031.8,-6.29535,371.658,239.998,-4509.64
11.4,0.0642616,-10.5122,-19592.9,1381.97,369.97,208.288,-4525.9
11.5,0.0587951,-22.3129,-22004.8,2561.16,373.316,184.13,-4537.94
11.6,0.0541827,1.03204,-23641.4,3384.5,374.42,212.648,-4530.18
11.7,0.0547786,8.65495,-24581.0,3872.35,369.689,264.349,-4505.13
